torneo,categoria,fecha_fixture,match_id,date,location,team,puntos,rebotes,asistencias,robos,fouls,triples,dobles,libres,score_global,dispersion_score_global,picture_bagde
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,123,2026-03-30T18:00:00.000Z,PICK,CA PELEACHE,54,40,18,17,14,4,18,6,129,9.78036581910695,https://dum74chhmgug7.cloudfront.net/public/udLBcBGCaasbiasbzCzSFS.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,123,2026-03-30T18:00:00.000Z,PICK,CLUB CARLOS CASARES,45,39,14,9,18,2,18,3,107,10.51444584505391,https://dum74chhmgug7.cloudfront.net/public/iMyxo9BVjmakqKBtkdVz9y.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,124,sin fecha,sin lugar,CLUB PRIMERA JUNTA,61,43,21,6,18,9,14,6,131,9.070709882791851,https://dum74chhmgug7.cloudfront.net/public/cs8ioRxyT2YNxSLKdKQCYw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,124,sin fecha,sin lugar,GORDOS STATE WARRIORS,58,26,7,17,14,9,11,9,108,10.085350054127309,https://dum74chhmgug7.cloudfront.net/public/uAeYRLaDND7vWaSCp8EEhK.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,125,sin fecha,sin lugar,MDQ BASKET,67,37,15,6,16,12,11,9,125,9.532109478552536,https://dum74chhmgug7.cloudfront.net/public/4sYJbZ1BTQbSSMZRgE5gQx.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,125,sin fecha,sin lugar,PM,62,40,12,6,18,6,20,4,120,7.639609699692542,https://dum74chhmgug7.cloudfront.net/public/sDRsnKr3iDBjJNrAK4u4Fj.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,126,sin fecha,sin lugar,ARQUISHOWLEM,69,57,16,15,11,6,22,7,157,10.946149177595828,https://dum74chhmgug7.cloudfront.net/public/kCGKJo4fXnmNMmVDB7GB6s.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,126,sin fecha,sin lugar,EL CAMPITO,47,48,15,7,19,6,13,3,117,4.923220007078217,https://dum74chhmgug7.cloudfront.net/public/5X23sjfBqFwjZSbyz8Nx1F.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,127,sin fecha,sin lugar,FEDERAL,47,40,11,7,12,3,18,2,105,8.925618559330589,https://dum74chhmgug7.cloudfront.net/public/3nkwak2j7RdzTHJMUSfDTa.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,127,sin fecha,sin lugar,SOCIALES,40,37,8,7,13,4,11,6,92,6.6290606004504475,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,129,2026-04-12T03:00:00.000Z,PICK,CHAD-STARS,51,36,2,8,12,8,11,5,97,7.079901129253148,https://dum74chhmgug7.cloudfront.net/public/eZCa4nSZtj6PJfDh9KodFg.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,129,2026-04-12T03:00:00.000Z,PICK,FEDERAL,41,37,2,10,19,1,15,8,90,7.33143914930759,https://dum74chhmgug7.cloudfront.net/public/3nkwak2j7RdzTHJMUSfDTa.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,130,2026-04-12T20:30:00.000Z,second chance,PM,54,27,5,7,20,6,16,4,93,6.880729935438859,https://dum74chhmgug7.cloudfront.net/public/sDRsnKr3iDBjJNrAK4u4Fj.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,130,2026-04-12T20:30:00.000Z,second chance,VIVEZA CRIOLLA,73,36,15,3,10,8,19,11,127,9.014868670305582,https://dum74chhmgug7.cloudfront.net/public/rrH3mME168UUaqsvfm5mGH.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,131,2026-04-12T22:00:00.000Z,second chance,CA PELEACHE,77,31,14,13,12,6,25,9,135,12.620136970051359,https://dum74chhmgug7.cloudfront.net/public/udLBcBGCaasbiasbzCzSFS.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,131,2026-04-12T22:00:00.000Z,second chance,SOCIALES,67,34,13,6,13,5,21,10,120,11.937336386313323,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,132,2026-04-13T03:00:00.000Z,UGAB,ASADO CUMPLE,83,68,11,10,7,11,23,4,172,9.726824307609915,https://dum74chhmgug7.cloudfront.net/public/3NrLntM4J8cRM1dMqfoene.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,132,2026-04-13T03:00:00.000Z,UGAB,GORDOS STATE WARRIORS,37,42,1,5,10,2,14,3,85,10.381072520056234,https://dum74chhmgug7.cloudfront.net/public/uAeYRLaDND7vWaSCp8EEhK.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,133,2026-04-13T19:00:00.000Z,Claridad,CA ESTUDION,49,45,10,9,16,5,12,10,113,5.002777006601211,https://dum74chhmgug7.cloudfront.net/public/emPKfbkyD7xSweUfw93Qbi.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,133,2026-04-13T19:00:00.000Z,Claridad,EL CAMPITO,38,44,4,4,14,3,8,13,90,5.830951894845301,https://dum74chhmgug7.cloudfront.net/public/5X23sjfBqFwjZSbyz8Nx1F.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,136,sin fecha,UGAB,CLUB CARLOS CASARES,37,38,2,8,16,4,10,5,85,9.207484877955421,https://dum74chhmgug7.cloudfront.net/public/iMyxo9BVjmakqKBtkdVz9y.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 6,136,sin fecha,UGAB,UGAB BASQUET,58,39,2,5,19,4,19,8,104,6.6365988611972355,https://dum74chhmgug7.cloudfront.net/public/cx3yomz9kWiUxTj6r5HYrd.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,138,2026-03-01T13:30:00.000Z,ISEF,BARRILETE CÓSMICO,34,38,5,3,18,3,9,7,80,6.146362971528593,https://dum74chhmgug7.cloudfront.net/public/jeJRrGw6V5PyExuU6vpM2d.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,138,2026-03-01T13:30:00.000Z,ISEF,POLENTA,52,44,5,10,17,5,17,3,111,6.557438524302001,https://dum74chhmgug7.cloudfront.net/public/heHu1Em9kpwtMRRajfbSeA.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,139,2026-03-01T18:00:00.000Z,ISEF,FLORIDA LEGENDS B,15,25,0,8,8,1,5,2,48,3.457680661303984,https://dum74chhmgug7.cloudfront.net/public/1W9p3iG7kpTrcQpRJywQqj.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,139,2026-03-01T18:00:00.000Z,ISEF,TEMPUR B,60,39,4,10,13,6,20,2,113,7.833010954036808,https://dum74chhmgug7.cloudfront.net/public/odWdYm9Z1bPePDnUoF9ceM.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,140,2026-03-02T15:00:00.000Z,ISEF,PANATHIMANKOS,41,41,12,10,11,6,10,3,104,8.383657572069263,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,140,2026-03-02T15:00:00.000Z,ISEF,RUTA 7,51,66,14,11,10,3,18,6,142,11.436158196077663,https://dum74chhmgug7.cloudfront.net/public/tHBZzCzy4ZaBC56ZQLFYd1.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,141,2026-03-02T16:30:00.000Z,ISEF,FERNET BACHE,46,40,9,9,13,5,14,3,104,6.890045520366848,https://dum74chhmgug7.cloudfront.net/public/wcd8suAgzQ7qVQZZ7szpFc.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,141,2026-03-02T16:30:00.000Z,ISEF,LA BARRA,66,49,18,9,6,10,16,4,142,10.13026269265621,https://dum74chhmgug7.cloudfront.net/public/ea6ACMapPLHmEpDXxnF7JF.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,142,2026-03-02T18:00:00.000Z,ISEF,BLUCERCHIATI,60,42,18,9,10,11,12,3,129,10.00624804809475,https://dum74chhmgug7.cloudfront.net/public/i4PF5p3HDgSUwFJm5vT6AN.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,142,2026-03-02T18:00:00.000Z,ISEF,GORDOS STEPBACK,63,45,17,6,16,4,22,7,131,9.786612170602131,https://dum74chhmgug7.cloudfront.net/public/vjkDtTQnUfTF9FjvpUU4L6.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,143,2026-03-02T21:00:00.000Z,Ugab,EXPATRIADOS,60,38,9,8,24,14,5,8,115,6.817090821804215,https://dum74chhmgug7.cloudfront.net/public/9vFPYxBWqTQqrVRtShcWDK.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,143,2026-03-02T21:00:00.000Z,Ugab,OOZMA KAPPA B,49,42,5,10,23,5,11,12,106,8.085652588244054,https://dum74chhmgug7.cloudfront.net/public/3kzFjHDQjJEHdNVjyvMZnr.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,144,2026-03-03T16:30:00.000Z,UGAB,COSA NOSTRA,54,34,10,10,13,7,13,7,108,8.897394920067129,https://dum74chhmgug7.cloudfront.net/public/cNqPZXb4FbyaMPZ2Zs2dNT.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,145,sin fecha,UGAB,FLECHA TEAM,48,38,2,3,16,5,13,7,91,8.568005268772557,https://dum74chhmgug7.cloudfront.net/public/gxzKH8j7en5WysaMacKXsC.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,145,sin fecha,UGAB,LOS CONOS,54,28,2,2,15,5,14,11,86,8.293236869749819,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,146,2026-03-02T23:00:00.000Z,ISEF,BOEDO FIRE,47,42,2,4,10,3,16,6,95,6.064468466220084,https://dum74chhmgug7.cloudfront.net/public/a7wjLRpwhJEPhwkBfsUbvV.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,146,2026-03-02T23:00:00.000Z,ISEF,NOCORRO CELTICS,56,26,4,2,9,8,16,0,88,5.750362307426086,https://dum74chhmgug7.cloudfront.net/public/5mwBbAL5RH75T5hdZifPdw.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,147,2026-03-04T15:00:00.000Z,claridad,LAS ABES,44,27,5,8,14,6,11,4,84,9.338094023943002,https://dum74chhmgug7.cloudfront.net/public/9jo66v2ezuAMTwLz6ixDUq.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,147,2026-03-04T15:00:00.000Z,claridad,LOW PARK,68,30,4,8,17,8,20,4,110,5.79271573232759,https://dum74chhmgug7.cloudfront.net/public/wFSecBLdzCHXcSKpmQ3hST.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,149,2026-03-02T23:30:00.000Z,second chance,DON CORLEONE,53,37,7,3,16,5,16,6,100,8.017837257372731,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 1,149,2026-03-02T23:30:00.000Z,second chance,LOCKED,62,44,10,19,13,3,24,5,135,7.24568837309472,https://dum74chhmgug7.cloudfront.net/public/kZU82nimgpwZteH9KgJMZH.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,150,2026-03-02T15:00:00.000Z,CLARIDAD,EXPATRIADOS,62,48,14,5,9,6,20,4,129,9.791719858011554,https://dum74chhmgug7.cloudfront.net/public/9vFPYxBWqTQqrVRtShcWDK.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,150,2026-03-02T15:00:00.000Z,CLARIDAD,POLENTA,43,36,9,10,11,2,15,7,98,6.196773353931867,https://dum74chhmgug7.cloudfront.net/public/heHu1Em9kpwtMRRajfbSeA.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,151,sin fecha,UGAB,FLORIDA LEGENDS B,41,34,5,9,7,3,14,4,89,5.851332774513447,https://dum74chhmgug7.cloudfront.net/public/1W9p3iG7kpTrcQpRJywQqj.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,151,sin fecha,UGAB,LOCKED,70,50,3,9,10,7,23,3,132,6.2289646009589745,https://dum74chhmgug7.cloudfront.net/public/kZU82nimgpwZteH9KgJMZH.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,152,sin fecha,UGAB,FERNET BACHE,64,43,3,4,14,7,17,9,114,8.783823515733655,https://dum74chhmgug7.cloudfront.net/public/wcd8suAgzQ7qVQZZ7szpFc.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,152,sin fecha,UGAB,OOZMA KAPPA B,54,43,6,9,15,4,18,6,112,7.954733042521149,https://dum74chhmgug7.cloudfront.net/public/3kzFjHDQjJEHdNVjyvMZnr.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,153,sin fecha,sin lugar,GORDOS STEPBACK,76,43,20,7,32,10,19,8,146,10.000909049590533,https://dum74chhmgug7.cloudfront.net/public/vjkDtTQnUfTF9FjvpUU4L6.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,153,sin fecha,sin lugar,WEST,63,57,19,9,21,1,24,12,148,9.086882225022428,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,154,2026-03-10T13:30:00.000Z,UGAB,DON CORLEONE,48,42,8,3,7,5,16,1,101,7.595816517756901,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,154,2026-03-10T13:30:00.000Z,UGAB,NOCORRO CELTICS,56,52,16,7,4,4,19,6,131,17.702165592567106,https://dum74chhmgug7.cloudfront.net/public/5mwBbAL5RH75T5hdZifPdw.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,155,sin fecha,sin lugar,BARSEDLONA,43,49,5,12,9,6,9,7,109,9.596006113656522,https://dum74chhmgug7.cloudfront.net/public/gCXS8oQLB6L1tZHdLgfJSu.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,155,sin fecha,sin lugar,BLUCERCHIATI,32,34,5,6,18,4,8,4,77,6.093028803476971,https://dum74chhmgug7.cloudfront.net/public/i4PF5p3HDgSUwFJm5vT6AN.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,156,2026-03-09T18:00:00.000Z,CLARIDAD,BARRILETE CÓSMICO,52,46,10,10,17,7,13,5,118,9.330952077181978,https://dum74chhmgug7.cloudfront.net/public/jeJRrGw6V5PyExuU6vpM2d.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,156,2026-03-09T18:00:00.000Z,CLARIDAD,LOS CONOS,53,47,11,13,17,3,16,12,124,7.042726744663603,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,157,2026-03-10T16:30:00.000Z,CLARIDAD ,COSA NOSTRA,54,49,8,7,8,5,18,3,118,7.977647343851266,https://dum74chhmgug7.cloudfront.net/public/cNqPZXb4FbyaMPZ2Zs2dNT.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,157,2026-03-10T16:30:00.000Z,CLARIDAD ,RUTA 7,40,45,7,4,14,2,15,4,96,10.012492197250394,https://dum74chhmgug7.cloudfront.net/public/tHBZzCzy4ZaBC56ZQLFYd1.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,158,2026-04-04T16:30:00.000Z,UGAB,FLOW GAME,66,41,22,15,17,8,17,8,144,14.901155809011744,https://dum74chhmgug7.cloudfront.net/public/8tpHWynRiFDkcEZ3rkcGmm.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 2,158,2026-04-04T16:30:00.000Z,UGAB,PANATHIMANKOS,42,30,7,6,18,5,11,5,85,10.716309332708052,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,162,2026-03-16T15:00:00.000Z,PICK,LA BARRA,52,36,9,12,13,4,16,8,109,12.594405409508129,https://dum74chhmgug7.cloudfront.net/public/ea6ACMapPLHmEpDXxnF7JF.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,162,2026-03-16T15:00:00.000Z,PICK,OOZMA KAPPA B,59,45,17,13,15,4,21,5,134,11.393955512561133,https://dum74chhmgug7.cloudfront.net/public/3kzFjHDQjJEHdNVjyvMZnr.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,163,2026-03-16T19:30:00.000Z,ISEF,DON CORLEONE,26,32,7,10,14,5,5,1,75,8.396427811873332,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,163,2026-03-16T19:30:00.000Z,ISEF,LOW PARK,54,48,10,9,17,7,13,7,121,8.589399151150083,https://dum74chhmgug7.cloudfront.net/public/wFSecBLdzCHXcSKpmQ3hST.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,164,sin fecha,sin lugar,BARSEDLONA,65,46,12,5,17,10,16,3,128,11.19171771688982,https://dum74chhmgug7.cloudfront.net/public/gCXS8oQLB6L1tZHdLgfJSu.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,164,sin fecha,sin lugar,LOCKED,70,40,20,12,12,6,25,2,142,10.425662782022275,https://dum74chhmgug7.cloudfront.net/public/kZU82nimgpwZteH9KgJMZH.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,165,sin fecha,sin lugar,BLUCERCHIATI,39,47,9,6,20,4,10,7,101,6.823017765517793,https://dum74chhmgug7.cloudfront.net/public/i4PF5p3HDgSUwFJm5vT6AN.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,165,sin fecha,sin lugar,TEMPUR B,41,50,7,8,19,0,14,13,106,8.49420479806763,https://dum74chhmgug7.cloudfront.net/public/odWdYm9Z1bPePDnUoF9ceM.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,166,2026-03-16T22:30:00.000Z,CLARIDAD,FLORIDA LEGENDS B,33,32,11,12,21,3,11,2,88,7.4654760955570225,https://dum74chhmgug7.cloudfront.net/public/1W9p3iG7kpTrcQpRJywQqj.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,166,2026-03-16T22:30:00.000Z,CLARIDAD,WEST,38,51,13,9,11,2,12,8,111,6.347512039445777,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,167,2026-03-21T03:00:00.000Z,sin lugar,BARRILETE CÓSMICO,46,47,7,6,15,5,12,7,106,8.800826407477054,https://dum74chhmgug7.cloudfront.net/public/jeJRrGw6V5PyExuU6vpM2d.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,167,2026-03-21T03:00:00.000Z,sin lugar,NORTHERN LIGHTS,50,35,12,9,13,4,14,10,106,5.97448277631164,https://dum74chhmgug7.cloudfront.net/public/oKZzpp4bTR2ArQq2y8x9fr.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,168,sin fecha,sin lugar,FLECHA TEAM,60,52,8,6,12,7,16,7,126,7.968688725254614,https://dum74chhmgug7.cloudfront.net/public/gxzKH8j7en5WysaMacKXsC.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,168,sin fecha,sin lugar,RUTA 7,43,41,5,7,14,3,14,6,96,6.855654600401044,https://dum74chhmgug7.cloudfront.net/public/tHBZzCzy4ZaBC56ZQLFYd1.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,169,2026-03-16T18:00:00.000Z,CLARIDAD,FERNET BACHE,42,59,15,2,16,6,11,2,118,8.477093317353013,https://dum74chhmgug7.cloudfront.net/public/wcd8suAgzQ7qVQZZ7szpFc.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,169,2026-03-16T18:00:00.000Z,CLARIDAD,POLENTA,43,46,10,1,10,5,12,4,100,7.837638128197258,https://dum74chhmgug7.cloudfront.net/public/heHu1Em9kpwtMRRajfbSeA.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,170,2026-03-17T00:00:00.000Z,CLARIDAD,EXPATRIADOS,60,55,12,6,20,7,14,11,133,13.980144650340511,https://dum74chhmgug7.cloudfront.net/public/9vFPYxBWqTQqrVRtShcWDK.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 3,170,2026-03-17T00:00:00.000Z,CLARIDAD,LOS CONOS,54,38,6,3,21,5,10,19,101,10.254932294444288,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,174,2026-03-23T17:00:00.000Z,Pick,FLOW GAME,63,44,25,15,11,4,24,3,147,10.10962637561574,https://dum74chhmgug7.cloudfront.net/public/8tpHWynRiFDkcEZ3rkcGmm.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,174,2026-03-23T17:00:00.000Z,Pick,POLENTA,40,16,4,9,7,6,10,2,69,5.385164807134505,https://dum74chhmgug7.cloudfront.net/public/heHu1Em9kpwtMRRajfbSeA.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,175,2026-03-23T18:00:00.000Z,ISEF,FLORIDA LEGENDS B,52,35,3,8,10,3,19,5,98,6.235285709475378,https://dum74chhmgug7.cloudfront.net/public/1W9p3iG7kpTrcQpRJywQqj.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,175,2026-03-23T18:00:00.000Z,ISEF,NOCORRO CELTICS,57,49,13,13,9,7,16,4,132,10.464224768228174,https://dum74chhmgug7.cloudfront.net/public/5mwBbAL5RH75T5hdZifPdw.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,176,2026-03-23T18:00:00.000Z,Pick,DON CORLEONE,51,28,4,8,12,8,11,5,91,6.368168608679534,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,176,2026-03-23T18:00:00.000Z,Pick,LAS ABES,62,42,17,7,12,10,12,8,128,8.55235974119758,https://dum74chhmgug7.cloudfront.net/public/9jo66v2ezuAMTwLz6ixDUq.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,177,2026-03-23T22:00:00.000Z,SECOND CHANCE,FERNET BACHE,55,50,13,11,21,6,14,9,129,12.870724748651707,https://dum74chhmgug7.cloudfront.net/public/wcd8suAgzQ7qVQZZ7szpFc.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,177,2026-03-23T22:00:00.000Z,SECOND CHANCE,FLECHA TEAM,65,46,10,5,17,4,18,17,126,11.758684733704985,https://dum74chhmgug7.cloudfront.net/public/gxzKH8j7en5WysaMacKXsC.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,178,2026-03-24T16:30:00.000Z,UGAB,GORDOS STEPBACK,61,33,4,8,15,8,12,13,106,12.256193769449213,https://dum74chhmgug7.cloudfront.net/public/vjkDtTQnUfTF9FjvpUU4L6.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,178,2026-03-24T16:30:00.000Z,UGAB,LOW PARK,56,38,7,12,21,6,17,4,113,8.0633852579535,https://dum74chhmgug7.cloudfront.net/public/wFSecBLdzCHXcSKpmQ3hST.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,179,sin fecha,sin lugar,LOCKED,46,27,5,13,10,4,15,4,91,8.588752334691383,https://dum74chhmgug7.cloudfront.net/public/kZU82nimgpwZteH9KgJMZH.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,179,sin fecha,sin lugar,TEMPUR B,48,41,10,6,8,2,18,6,105,7.123903424387504,https://dum74chhmgug7.cloudfront.net/public/odWdYm9Z1bPePDnUoF9ceM.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,180,2026-03-23T19:30:00.000Z,CLARIDAD ,BARSEDLONA,51,52,5,12,21,0,18,15,120,11.302654555457314,https://dum74chhmgug7.cloudfront.net/public/gCXS8oQLB6L1tZHdLgfJSu.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,180,2026-03-23T19:30:00.000Z,CLARIDAD ,WEST,47,49,2,12,23,6,10,9,110,8.563488385776754,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,181,2026-03-24T22:30:00.000Z,CLARIDAD,COSA NOSTRA,55,42,6,7,12,5,16,8,110,7.46845216746936,https://dum74chhmgug7.cloudfront.net/public/cNqPZXb4FbyaMPZ2Zs2dNT.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 4,181,2026-03-24T22:30:00.000Z,CLARIDAD,LA BARRA,51,41,0,7,14,5,13,10,99,6.782329983125268,https://dum74chhmgug7.cloudfront.net/public/ea6ACMapPLHmEpDXxnF7JF.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,184,2026-03-29T16:30:00.000Z,isef,BOEDO FIRE,33,19,8,11,8,4,8,5,71,6.233868069755014,https://dum74chhmgug7.cloudfront.net/public/a7wjLRpwhJEPhwkBfsUbvV.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,184,2026-03-29T16:30:00.000Z,isef,DON CORLEONE,49,42,14,9,11,7,13,2,114,7.058485830702094,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,185,2026-03-29T18:00:00.000Z,isef,BLUCERCHIATI,64,32,16,5,12,7,19,5,117,9.273618495495704,https://dum74chhmgug7.cloudfront.net/public/i4PF5p3HDgSUwFJm5vT6AN.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,185,2026-03-29T18:00:00.000Z,isef,LOCKED,47,30,8,9,6,3,17,4,94,3.908679799852858,https://dum74chhmgug7.cloudfront.net/public/kZU82nimgpwZteH9KgJMZH.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,186,2026-03-29T21:00:00.000Z,isef,OOZMA KAPPA B,52,42,7,12,13,7,11,9,113,7.9232428826698085,https://dum74chhmgug7.cloudfront.net/public/3kzFjHDQjJEHdNVjyvMZnr.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,186,2026-03-29T21:00:00.000Z,isef,RUTA 7,61,65,11,12,17,5,20,6,149,13.135617398677706,https://dum74chhmgug7.cloudfront.net/public/tHBZzCzy4ZaBC56ZQLFYd1.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,187,2026-03-30T13:00:00.000Z,CLARIDAD,FERNET BACHE,49,44,9,11,14,7,12,4,113,7.87577156714044,https://dum74chhmgug7.cloudfront.net/public/wcd8suAgzQ7qVQZZ7szpFc.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,187,2026-03-30T13:00:00.000Z,CLARIDAD,PANATHIMANKOS,51,46,9,9,11,4,15,9,115,13.599719885070463,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,188,2026-03-30T15:00:00.000Z,PICK,FLOW GAME,62,52,14,10,15,7,14,13,138,12.251159499855884,https://dum74chhmgug7.cloudfront.net/public/8tpHWynRiFDkcEZ3rkcGmm.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,188,2026-03-30T15:00:00.000Z,PICK,LA BARRA,54,38,13,9,22,5,17,5,114,13.105342422081156,https://dum74chhmgug7.cloudfront.net/public/ea6ACMapPLHmEpDXxnF7JF.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,189,2026-03-30T19:30:00.000Z,isef,FLORIDA LEGENDS B,59,40,4,7,20,5,19,6,110,7.9021797274197985,https://dum74chhmgug7.cloudfront.net/public/1W9p3iG7kpTrcQpRJywQqj.png
TORNEO APERTURA 2026,PRIMERA C,Fecha 5,189,2026-03-30T19:30:00.000Z,isef,LOW PARK,86,53,13,8,16,11,19,15,160,11.570338252303918,https://dum74chhmgug7.cloudfront.net/public/wFSecBLdzCHXcSKpmQ3hST.png
