torneo,categoria,fecha_fixture,match_id,date,location,team,puntos,rebotes,asistencias,robos,fouls,triples,dobles,libres,score_global,dispersion_score_global,picture_bagde
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,1,sin fecha,sin lugar,SOCIALES,40,46,10,9,17,5,7,11,105,3.24037034920393,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,1,sin fecha,sin lugar,TEMPUR,50,41,10,15,15,5,14,7,116,9.943476619006416,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,2,2026-01-11T03:00:00.000Z,PICK,JIMMY GANG,45,34,2,6,10,5,15,0,87,3.8887301554906353,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,2,2026-01-11T03:00:00.000Z,PICK,UDESA OT,52,36,4,5,5,5,14,9,97,8.043409014306594,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,3,2026-01-11T03:00:00.000Z,PICK,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,34,42,1,3,5,4,10,2,80,3.80058475033046,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,3,2026-01-11T03:00:00.000Z,PICK,GIUFFRA,30,44,1,7,11,0,15,0,82,9.225568335398698,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,4,2026-01-11T03:00:00.000Z,PICK,BAZOOKA,60,45,2,5,17,6,13,16,112,12.191071414039959,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 1,4,2026-01-11T03:00:00.000Z,PICK,LOS CONOS,50,36,3,6,23,2,17,10,95,5.212165257037297,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,5,2026-01-18T03:00:00.000Z,PICK,JIMMY GANG,69,35,0,3,17,9,13,16,107,10.636023693091325,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,5,2026-01-18T03:00:00.000Z,PICK,SOCIALES,59,41,2,7,21,9,13,6,109,6.0635523141692,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,6,2026-01-19T03:00:00.000Z,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,49,39,21,4,21,7,11,6,113,5.86915408700178,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,6,2026-01-19T03:00:00.000Z,sin lugar,LOS CONOS,66,39,22,11,28,7,17,11,138,5.902918298980975,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,7,2026-01-19T03:00:00.000Z,sin lugar,BAZOOKA,62,48,14,10,20,6,13,18,134,14.871299726505264,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,7,2026-01-19T03:00:00.000Z,sin lugar,GIUFFRA,54,46,11,6,26,6,12,12,117,9.861771922659003,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,56,55,1,9,16,5,16,9,121,4.440686542607682,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,UDESA OT,15,16,0,2,11,1,2,8,33,3.593976442141304,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,51,38,4,4,20,1,20,8,97,5.165053511608353,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,35,47,0,7,18,2,11,7,89,4.011347540529128,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,46,47,2,7,15,1,17,9,102,11.183320914051722,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,55,46,5,11,15,6,15,7,117,6.634087059355727,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,38,42,0,3,12,5,10,3,83,4.137900702315393,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,50,37,6,10,6,4,16,6,103,7.296444013222827,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,44,37,0,5,14,5,13,3,86,3.9551051999734645,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,73,57,4,7,14,2,30,7,141,7.629190353801997,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,45,43,0,4,20,5,10,10,92,7.554248252914824,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,60,38,4,8,16,9,12,9,110,9.444281044338126,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,32,29,1,4,8,5,4,9,66,2.434865792722759,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,55,43,4,3,14,4,20,3,105,10.776131031126154,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,39,42,0,6,23,5,9,6,87,4.4234225060089685,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,46,34,3,3,20,1,16,11,86,4.27525177946022,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,16,2026-02-01T22:30:00.000Z,Pick,BAZOOKA,46,39,12,10,20,2,18,4,107,9.53899492831526,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,16,2026-02-01T22:30:00.000Z,Pick,GIUFFRA,52,25,7,9,18,6,11,12,93,13.527749258468685,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 5,17,2026-02-11T00:30:00.000Z,PICK,LOS CONOS,48,34,14,5,20,6,13,4,101,8.422852512328852,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 5,17,2026-02-11T00:30:00.000Z,PICK,TEMPUR,66,44,20,6,11,8,17,8,136,11.677376037068907,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 5,18,2026-02-11T15:00:00.000Z,PICK,GIUFFRA,40,20,4,10,18,2,12,10,74,8.95513508800646,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 5,18,2026-02-11T15:00:00.000Z,PICK,UDESA OT,46,32,7,6,16,4,11,12,91,8.14050717970675,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 6,19,2026-02-14T03:00:00.000Z,UGAB,TEMPUR,66,51,5,10,25,2,21,18,132,12.93058390019569,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA A,Fecha 6,19,2026-02-14T03:00:00.000Z,UGAB,UDESA OT,64,43,3,9,25,3,19,17,119,9.83192080250175,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,20,sin fecha,sin lugar,DON CORLEONE,37,26,5,9,9,3,12,4,77,9.183318209303941,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,20,sin fecha,sin lugar,PANATHIMANKOS,77,43,3,9,17,6,25,9,132,9.1104335791443,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,21,2026-01-11T03:00:00.000Z,PICK,ALMAGRO PHANTOM,61,38,4,4,10,2,26,3,107,9.688194419555746,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,21,2026-01-11T03:00:00.000Z,PICK,PICKANTES,24,36,4,4,7,2,7,4,68,5.075789235541245,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,22,2026-01-11T03:00:00.000Z,PICK,BLACK TEAM,59,37,3,6,21,6,14,13,105,6.980130530457307,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,22,2026-01-11T03:00:00.000Z,PICK,WEST,42,48,4,4,22,4,10,10,98,8.328331832432658,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,23,2026-01-11T03:00:00.000Z,PICK,OOZMA KAPPA,50,48,6,6,18,1,15,17,110,8.04895734152656,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 1,23,2026-01-11T03:00:00.000Z,PICK,SINGAPUR,46,35,2,5,24,8,10,2,88,7.0624916197322225,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,24,2026-01-18T03:00:00.000Z,PICK,ALMAGRO PHANTOM,59,42,2,7,7,4,23,1,110,8.257992761224996,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,24,2026-01-18T03:00:00.000Z,PICK,SINGAPUR,43,38,0,9,5,1,19,2,90,8.45952932281911,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,25,2026-01-20T03:00:00.000Z,PICK,BLACK TEAM,77,43,5,4,12,12,14,13,129,7.072353343702634,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,25,2026-01-20T03:00:00.000Z,PICK,PANATHIMANKOS,72,39,2,2,13,12,15,6,115,11.249603167604244,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,26,2026-01-20T03:00:00.000Z,PICK,DON CORLEONE,46,38,4,9,8,4,15,4,97,4.18045338165497,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,26,2026-01-20T03:00:00.000Z,PICK,WEST,80,59,9,5,8,5,30,5,153,6.123724356957945,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,27,2026-01-20T03:00:00.000Z,PICK,OOZMA KAPPA,61,32,5,5,9,3,21,10,103,9.375753937938107,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 2,27,2026-01-20T03:00:00.000Z,PICK,PICKANTES,48,38,0,3,14,5,15,3,89,8.382431122004613,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 3,29,sin fecha,sin lugar,PICKANTES,18,29,0,5,8,0,9,0,52,3.4085454109021076,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 3,29,sin fecha,sin lugar,SINGAPUR,46,22,0,10,8,2,18,4,78,8.829244336609761,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 3,30,2026-01-26T21:00:00.000Z,PICK,ALMAGRO PHANTOM,46,25,4,6,14,6,14,0,81,6.7638746292343415,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 3,30,2026-01-26T21:00:00.000Z,PICK,OOZMA KAPPA,51,22,1,7,8,4,14,11,81,11.88636674033383,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 3,31,2026-01-26T22:30:00.000Z,PICK,BLACK TEAM,56,32,3,14,11,7,17,1,105,6.867799259345505,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 3,31,2026-01-26T22:30:00.000Z,PICK,DON CORLEONE,43,30,5,7,7,7,8,6,85,6.710274046399132,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,32,sin fecha,sin lugar,BLACK TEAM,32,35,0,8,18,3,8,7,75,4.663689526544408,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,32,sin fecha,sin lugar,DON CORLEONE,36,29,0,4,15,4,8,8,69,3.814914340921881,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,33,sin fecha,sin lugar,PANATHIMANKOS,19,30,1,2,12,2,5,3,52,4.720774754816659,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,33,sin fecha,sin lugar,WEST,50,46,2,6,7,7,13,3,104,6.8463659902701135,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,34,2026-02-01T21:30:00.000Z,Pick,OOZMA KAPPA,74,54,21,12,15,4,26,10,161,8.02011360407209,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,34,2026-02-01T21:30:00.000Z,Pick,PICKANTES,20,29,2,4,13,0,8,4,55,5.418589402336287,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,35,2026-02-03T03:00:00.000Z,sin lugar,ALMAGRO PHANTOM,58,50,14,14,25,5,15,13,136,14.26047373375482,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 4,35,2026-02-03T03:00:00.000Z,sin lugar,SINGAPUR,65,52,14,14,17,5,18,14,145,15.813145024173894,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,74,46,18,29,15,5,20,19,167,14.014660691066135,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,WEST,37,46,9,7,23,3,13,2,99,7.209864274529921,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,34,19,4,8,6,1,14,3,65,5.986592162013855,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,42,25,2,3,13,5,12,3,72,6.494753127087909,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,47,35,2,5,15,5,14,4,89,7.827378689117906,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,73,34,8,10,18,7,22,8,125,10.867893591267404,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,36,42,2,6,24,3,10,7,86,9.513148795220223,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,45,50,2,7,22,3,12,12,104,8.408989898383224,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,63,29,2,7,16,9,15,6,101,6.2084172253839744,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,59,39,3,7,20,6,16,9,108,13.124404748406688,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,43,2026-03-01T21:30:00.000Z,ISEF,FLORIDA LEGENDS,47,41,1,4,16,2,15,11,93,9.626929820964614,https://dum74chhmgug7.cloudfront.net/public/viqJ6U5dTvSZA7KLn4HTtT.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,43,2026-03-01T21:30:00.000Z,ISEF,HURACAN DE FERNET,61,32,7,15,24,5,20,6,115,7.403418538797199,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,44,2026-03-02T16:00:00.000Z,second chance,GIUFFRA A,56,47,8,8,12,7,14,7,119,12.245180457814595,https://dum74chhmgug7.cloudfront.net/public/n54WEzZnVwwH714FHcPZAZ.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,44,2026-03-02T16:00:00.000Z,second chance,PICAPIEDRAS,31,35,8,11,9,4,7,5,85,5.3967582862307255,https://dum74chhmgug7.cloudfront.net/public/7a7GVCS5c4WayF7xHMqkV6.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,45,sin fecha,UGAB,FLORIDA LEGENDS,60,49,4,7,17,7,15,9,120,11.789826122551595,https://dum74chhmgug7.cloudfront.net/public/viqJ6U5dTvSZA7KLn4HTtT.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,45,sin fecha,UGAB,FRIJOLEROS,38,45,3,2,22,2,13,6,88,4.315347288715269,https://dum74chhmgug7.cloudfront.net/public/6DX7vSE7H3AkL9tJT91cWj.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,46,2026-03-09T16:30:00.000Z,UGAB,CLUTCH PLANET,55,50,10,12,12,6,12,13,127,9.080504146552414,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,46,2026-03-09T16:30:00.000Z,UGAB,GIUFFRA A,45,47,8,8,19,2,15,9,108,12.649110640673518,https://dum74chhmgug7.cloudfront.net/public/n54WEzZnVwwH714FHcPZAZ.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,47,sin fecha,sin lugar,LITTLE HORSE,44,40,6,9,21,4,11,10,99,5.999999999999999,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,47,sin fecha,sin lugar,PANZA VERDE,51,36,6,10,21,6,11,11,103,6.540472290116194,https://dum74chhmgug7.cloudfront.net/public/6kpbK33gescb5ZKA8dr4P1.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,48,sin fecha,sin lugar,CHICAGO BALLS,45,44,7,12,14,0,20,5,108,8.485281374238571,https://dum74chhmgug7.cloudfront.net/public/a3txUarbTTtL4pakXMB6EK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,48,sin fecha,sin lugar,LAST CHANCE,33,33,4,11,14,3,7,10,81,3.4641016151377544,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,LA JOTA,77,21,8,6,13,14,11,13,112,12.741009902410928,https://dum74chhmgug7.cloudfront.net/public/cXc8Nh22GJQPFRNfSCisjh.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 2,49,sin fecha,sin lugar,PICAPIEDRAS,68,33,12,4,23,12,14,4,117,4.9452558635075246,https://dum74chhmgug7.cloudfront.net/public/7a7GVCS5c4WayF7xHMqkV6.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,CHICAGO BALLS,65,42,6,11,14,2,22,15,124,8.197221751571957,https://dum74chhmgug7.cloudfront.net/public/a3txUarbTTtL4pakXMB6EK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,51,sin fecha,UGAB,FRIJOLEROS,51,50,3,6,20,3,18,6,110,6.678323142825601,https://dum74chhmgug7.cloudfront.net/public/6DX7vSE7H3AkL9tJT91cWj.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,LAST CHANCE,50,38,10,9,20,5,13,9,107,6.173419725817378,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,52,2026-03-14T03:00:00.000Z,ISEF,TEMPUR A,65,48,10,10,21,2,21,17,133,10.655415467633292,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,CLUTCH PLANET,46,44,3,6,21,5,13,5,99,6.5383484153110105,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,53,sin fecha,sin lugar,PANZA VERDE,41,47,1,6,13,3,10,12,95,7.125852775477317,https://dum74chhmgug7.cloudfront.net/public/6kpbK33gescb5ZKA8dr4P1.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LA JOTA,53,37,13,6,14,6,13,9,109,7.171703656268386,https://dum74chhmgug7.cloudfront.net/public/cXc8Nh22GJQPFRNfSCisjh.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,54,2026-03-16T16:30:00.000Z,PICK ,LITTLE HORSE,81,44,20,6,14,12,19,7,151,11.110555541665972,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,HURACAN DE FERNET,55,29,12,4,20,10,10,5,100,6.429100507328637,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 3,55,2026-03-16T16:30:00.000Z,ISEF,PICAPIEDRAS,51,30,7,5,21,4,16,7,93,7.937253933193772,https://dum74chhmgug7.cloudfront.net/public/7a7GVCS5c4WayF7xHMqkV6.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,FLORIDA LEGENDS,67,50,6,4,25,8,17,9,127,13.695019949915057,https://dum74chhmgug7.cloudfront.net/public/viqJ6U5dTvSZA7KLn4HTtT.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,57,2026-03-23T16:30:00.000Z,ISEF,PICAPIEDRAS,48,39,6,8,21,6,8,14,101,7.512951779723097,https://dum74chhmgug7.cloudfront.net/public/7a7GVCS5c4WayF7xHMqkV6.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,HURACAN DE FERNET,44,36,4,3,12,8,8,4,87,5.594234044572549,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,58,2026-03-23T19:30:00.000Z,Pick,LITTLE HORSE,53,41,13,8,15,7,13,6,115,9.132946637625466,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,59,sin fecha,sin lugar,CHICAGO BALLS,52,40,10,6,14,4,19,2,108,10.726913193769523,https://dum74chhmgug7.cloudfront.net/public/a3txUarbTTtL4pakXMB6EK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 4,59,sin fecha,sin lugar,TEMPUR A,44,41,6,4,9,1,19,3,95,8.514693182963201,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,62,2026-03-30T03:00:00.000Z,UGAB,CHICAGO BALLS,59,46,11,9,10,4,22,3,125,4.904543348217595,https://dum74chhmgug7.cloudfront.net/public/a3txUarbTTtL4pakXMB6EK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,62,2026-03-30T03:00:00.000Z,UGAB,GIUFFRA A,42,35,7,9,15,2,17,2,93,7.648529270389178,https://dum74chhmgug7.cloudfront.net/public/n54WEzZnVwwH714FHcPZAZ.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,63,2026-03-30T18:00:00.000Z,ISEF,CLUTCH PLANET,63,36,10,11,19,9,10,16,120,17.30538039097062,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,63,2026-03-30T18:00:00.000Z,ISEF,FLORIDA LEGENDS,77,49,16,7,19,9,19,12,149,16.568879798519205,https://dum74chhmgug7.cloudfront.net/public/viqJ6U5dTvSZA7KLn4HTtT.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,64,2026-03-30T19:30:00.000Z,PICK,FRIJOLEROS,64,43,18,14,14,5,21,7,139,10.629623177182195,https://dum74chhmgug7.cloudfront.net/public/6DX7vSE7H3AkL9tJT91cWj.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,64,2026-03-30T19:30:00.000Z,PICK,LITTLE HORSE,49,42,11,7,13,6,12,7,109,6.026792034094276,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png
