Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Total,Rank_asistencias_Total,Rank_rebotes_Total,Rank_libres_Total,Rank_dobles_Total,Rank_triples_Total,Rank_robos_Total,Rank_score_global_Total,Torneo,picture
MANUEL SILVA,4.833333333333333,0.6666666666666666,2.0,0.5,1.6666666666666665,0.3333333333333333,1.1666666666666667,8.666666666666666,6,160,66,168,72,85,75,49,232,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MANUEL TREVISAN,7.0,1.0,5.75,0.25,3.0,0.25,0.5,14.25,4,121,52,72,82,49,78,77,145,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/3Xmi8GcxKiNN9E3JTzuzQs.JPG
MANUEL ZULETA,10.0,0.0,4.0,0.5,1.0,2.5,0.5,14.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCO AIZEN,4.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9nevt7GBfaYxqn5MRA5wWJ.jpg
MARCO MILINKOVIC,1.75,0.25,5.5,0.25,0.75,0.0,0.5,8.0,4,218,83,77,82,114,86,77,243,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/1tJcM9cpwzJiAghoxRL5C8.jpg
MARCO PETRUCCELLI,1.0,0.0,1.0,0.0,0.5,0.0,0.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCONI ARIEL,5.0,1.5,6.25,0.0,2.5,0.0,1.0,13.75,4,159,30,66,89,58,86,57,152,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS AGUSTIN MOLINA,10.0,0.5,5.5,0.5,4.0,0.5,2.0,18.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS BAUTISTA BLOISE,10.0,1.0,6.0,0.3333333333333333,4.333333333333333,0.3333333333333333,1.0,18.0,3,79,52,68,77,28,75,57,100,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
MARCOS BETTINI,3.3333333333333335,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,6.0,3,189,52,185,89,116,57,72,275,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS BUSTOS,23.0,3.0,10.0,3.0,6.0,2.6666666666666665,2.6666666666666665,38.666666666666664,3,4,8,18,12,10,13,15,2,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6vADWeddfmEUZXshHxa2GH.JPG
MARCOS EZEQUIEL SALVATIERRA,14.4,1.4,4.6,0.8,4.4,1.6,2.6,23.0,5,35,32,94,61,27,30,16,52,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS MAIORANO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xuhC8PJ3rQa8r2eWkbtdND.jpg
MARCOS MOLINA,8.0,0.0,2.0,1.0,2.0,1.0,0.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS REMON,1.0,0.0,4.0,0.0,0.5,0.0,0.5,5.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS SANCHEZ SOPENA,14.0,1.0,6.0,2.0,3.0,2.0,2.0,23.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dzwBzh42v5Y4GTdunCuxCP.jpg
MARCOS SCHEIDEGGER,2.3333333333333335,0.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,4.666666666666667,3,208,89,168,77,109,86,84,300,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARCOS SEGOVIA,1.75,0.25,0.25,0.5,0.25,0.25,0.25,2.5,4,218,83,195,72,128,78,89,327,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/jAv7KwdDga5c51hBD6xj5F.JPG
MARCOS SERRANO,3.0,0.0,2.3333333333333335,0.0,1.0,0.3333333333333333,0.6666666666666666,6.0,3,193,89,160,89,109,75,72,275,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bKXwbqkxNDVVULJC8oqCxz.jpg
MARCOS TEGLIA,1.25,0.25,2.75,0.0,0.25,0.25,0.0,4.25,4,228,83,149,89,128,78,95,307,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/jAv7KwdDga5c51hBD6xj5F.JPG
MARCOS VAN KEULEN,13.0,0.0,8.0,1.0,6.0,0.0,3.0,24.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIANO LOREA,3.0,0.0,3.5,0.5,0.5,0.5,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7kLwy1t4AVogoU1dkQ8t74.jpg
MARIANO MARTIN,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIANO PABLO GARCIA,2.8,0.2,6.8,1.0,0.6,0.2,0.6,10.4,5,196,84,56,57,119,79,74,205,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIANO RODRIGUEZ,1.5,0.0,2.0,0.0,0.0,0.5,0.5,4.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIANO TROGLIO VOZZA,6.2,0.4,4.2,1.4,1.2,0.8,0.8,11.6,5,135,78,104,42,101,52,66,185,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ejkXhM6unFooeGYMYFtNug.jpg
MARIANO VALENTIN MORALES,0.8,0.0,1.0,0.4,0.2,0.0,0.2,2.0,5,236,89,185,75,129,86,90,331,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIANO VASCONCELLOS,8.0,0.8333333333333334,7.5,1.0,3.5,0.0,1.5,17.833333333333332,6,106,60,45,57,42,86,36,101,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
MARIANO VILA,10.5,0.5,3.5,1.0,1.0,2.5,0.5,15.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gxyLwPpZ5kNMg1tHe2fDCA.jpg
"MARIN, NICOLAS",4.0,2.0,4.0,1.0,0.0,1.0,1.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIO FERNANDEZ,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,3,246,89,181,89,133,86,95,337,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARIO ROBERTO FERNANDEZ,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,4,246,89,191,89,133,86,95,343,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARKO MILINKOVIC,2.5,0.0,4.0,0.5,1.0,0.0,2.0,8.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARLON STIVEN ROJAS REYES,4.0,0.0,13.0,2.0,1.0,0.0,1.0,18.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARLON TRUJILLO,0.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN BIANCO,1.5,0.0,4.0,0.0,0.75,0.0,0.25,5.75,4,222,89,108,89,114,86,89,281,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN BILHERE,2.0,0.0,1.5,0.0,1.0,0.0,0.5,4.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN COLANTONIO,10.75,1.5,9.75,2.25,4.25,0.0,1.0,23.0,4,69,30,20,22,30,86,57,52,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rDiqbX2ZsKKV4z2gMr8bYK.jpg
MARTIN ERRIPA,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.0,0.3333333333333333,4.0,3,238,81,151,89,124,86,84,309,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/hex9tmkSAfUc7Q39KGcn6W.jpg
MARTIN GENTILE,3.5,1.25,3.75,0.25,1.25,0.25,0.75,9.25,4,186,41,119,82,100,78,67,227,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN HAYEK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2StLYz4eKWRkJheqxX6HAo.jpg
MARTIN JOSE MONTEVERDE,9.5,0.5,3.75,1.75,2.75,0.75,1.0,14.75,4,87,74,119,31,52,55,57,138,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN JOSE MUNOZ,8.0,0.0,4.0,2.0,3.0,0.0,1.0,13.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/scbe3EvPdAmcvHqrYCBWzh.jpg
MARTIN JULIAN SODOR,1.0,0.25,1.5,0.0,0.5,0.0,0.25,3.0,4,232,83,179,89,120,86,89,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wxtzPeashavXz15waoCQyr.jpg
MARTIN LUCIANO ALE,9.5,1.75,6.5,2.25,2.5,0.75,1.5,19.25,8,87,26,62,22,58,55,36,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
MARTIN NARAMBUENA,9.0,0.6666666666666666,3.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.6666666666666666,13.333333333333334,3,93,66,142,21,62,57,72,160,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN PILOSOFF,2.0,0.0,0.5,0.0,1.0,0.0,2.5,5.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/v2MDc4cWs4YXiZthwA6Ku2.jpg
MARTIN QUINTANA,5.8,1.4,15.6,1.4,2.2,0.0,1.6,24.4,5,143,32,1,42,68,86,33,39,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN REBAGLIATI,5.0,1.5,6.0,0.0,2.5,0.0,0.5,13.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN RINALDI,18.5,1.5,13.0,5.0,4.5,1.5,1.0,34.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN RINCON,5.5,0.0,2.5,0.5,1.0,1.0,0.5,8.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN SANUNI,9.0,1.0,2.0,2.0,2.0,1.0,0.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MARTIN VELA,8.333333333333334,1.0,6.333333333333333,1.0,3.6666666666666665,0.0,2.0,17.666666666666668,3,103,52,65,57,38,86,25,102,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4FGZ6JigsSmc7PdFCzxVDo.jpg
MARTIN ZIMMERMAN,6.333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,10.333333333333334,3,133,66,151,77,75,57,72,206,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/qzQoY8M1APeDK5nBoiw1FV.jpg
MARTITEGUI SANTIAGO,7.25,0.75,6.5,2.25,2.5,0.0,2.5,17.0,4,118,63,62,22,58,86,17,111,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"MASIA IRIGOYEN, SANTIAGO ALOIS",3.25,1.75,3.25,0.0,1.25,0.25,1.0,9.25,4,190,26,133,89,100,78,57,227,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO AVALOS,14.0,1.0,9.333333333333334,3.3333333333333335,5.333333333333333,0.0,1.3333333333333333,25.666666666666668,3,39,52,23,11,15,86,44,32,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO BANUS,28.0,1.0,1.0,2.0,10.0,2.0,0.0,30.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7NQfsL8gteZ3T7CaSF1oJ.jpg
MATEO BIAZISO,2.1666666666666665,0.16666666666666666,2.5,0.6666666666666666,0.5,0.16666666666666666,0.0,4.833333333333334,4,212,85,156,65,120,80,95,297,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO CABRERA,8.25,0.25,4.0,0.25,3.25,0.5,1.75,14.25,4,104,83,108,82,46,65,29,145,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO CAMBERO,5.166666666666666,1.5,2.0,0.3333333333333333,1.1666666666666665,0.8333333333333333,2.0,10.666666666666668,4,158,30,168,77,103,50,25,198,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO COMOLLI,5.25,1.5,3.0,1.5,1.5,0.25,1.5,11.25,4,153,30,142,40,89,78,36,190,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO DE FALCO,0.0,0.3333333333333333,3.3333333333333335,0.0,0.0,0.0,0.6666666666666666,4.333333333333333,3,246,81,131,89,133,86,72,305,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO DELALOYE,3.6,0.4,3.2,1.2,1.2,0.0,0.2,7.4,5,185,78,134,48,101,86,90,253,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO EMANUEL SADOVSKI DA SILVEIRA,18.0,0.0,6.0,1.0,8.5,0.0,1.0,25.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO FOLINO,17.0,6.0,13.0,0.0,7.0,1.0,0.0,36.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO HANDERA,4.0,0.0,3.0,4.0,0.0,0.0,1.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
MATEO KATALENIC,4.0,0.6666666666666666,4.333333333333333,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,9.333333333333334,3,176,66,102,65,84,86,84,224,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/tSrGPs9z7wfdoZRKJLuWZM.JPG
MATEO MARCO BRERO,7.75,1.25,2.75,0.5,2.5,0.75,0.75,12.5,4,109,41,149,72,58,55,67,171,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/tecu1q1Z4vg4AyzLwAN8jf.jpg
MATEO MASEGOSA,7.333333333333333,2.3333333333333335,6.333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.6666666666666665,18.666666666666668,3,117,17,65,34,62,75,15,92,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO MONETTA,0.8,0.2,0.8,0.0,0.4,0.0,0.2,2.0,5,236,84,188,89,122,86,90,331,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO PERNA,1.0,0.0,2.3333333333333335,0.0,0.0,0.3333333333333333,0.3333333333333333,3.6666666666666665,3,232,89,160,89,133,75,84,313,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO PODETTI,10.5,0.25,11.0,2.5,4.0,0.0,0.25,22.0,4,73,83,11,19,35,86,89,59,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO SEBASTIAN MIRANDA,1.5,1.5,2.5,0.0,0.0,0.5,1.0,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATEO VAZQUEZ,7.833333333333333,0.8666666666666667,6.866666666666667,1.0999999999999999,2.6666666666666665,0.4666666666666666,0.9,16.466666666666665,9,107,58,54,53,54,67,61,116,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
MATHIAS NICOLAS DI TROLIO,3.0,0.3333333333333333,3.5,0.3333333333333333,1.3333333333333333,0.0,0.8333333333333333,7.666666666666667,6,193,81,127,77,97,86,64,249,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATHIAS PELOSO,5.5,2.0,5.5,1.0,1.5,0.5,1.5,14.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS ALEJANDRO OCAMPO,21.8,3.2,6.2,2.6,4.2,3.6,3.2,34.4,5,5,7,67,18,31,6,9,5,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS BASTIAN,14.5,1.0,6.5,2.0,4.0,1.5,1.5,23.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/admRL2JH782uxYWDZ9AQkJ.jpg
MATIAS BESMEDRISNIK,3.0,0.25,3.25,1.0,1.0,0.0,0.25,6.75,4,193,83,133,57,109,86,89,262,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS BURGOS,4.0,4.0,4.5,1.0,1.5,0.0,1.0,13.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6vADWeddfmEUZXshHxa2GH.JPG
MATIAS CESAR LAMEDICA,8.25,0.5,6.5,1.5,2.25,0.75,2.25,17.5,4,104,74,62,40,67,55,21,105,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS CHAIO,3.25,0.5,6.5,0.0,1.25,0.25,1.0,11.25,4,190,74,62,89,100,78,57,190,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
MATIAS COMPAGNUCCI,14.0,0.0,7.0,5.0,3.0,1.0,2.0,23.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS CONY,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS CWIK,1.0,0.125,1.625,0.0,0.5,0.0,0.25,3.0,6,232,86,177,89,120,86,89,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/utMi84nH7LgDXGmhSv2ZZx.jpg
MATIAS DE LA MATA,4.333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,7.0,3,171,52,181,89,116,44,84,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5BtAcyn37FqRtRdgHaUUXp.JPG
MATIAS DI LISCIA,2.25,0.0,2.5,0.0,0.0,0.75,0.25,5.0,4,209,89,156,89,133,55,89,295,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS EZEQUIEL BUSTOS,6.5,1.6666666666666667,4.666666666666667,0.8333333333333334,1.3333333333333333,1.0,1.1666666666666667,14.0,6,131,28,91,60,97,44,49,147,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7rnARJ34Ct9fDLa6uTtBhZ.jpg
MATIAS EZEQUIEL PADILLA PRESAS,2.4,0.8,3.8,0.0,1.2,0.0,0.4,7.4,5,206,62,117,89,101,86,82,253,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS EZEQUIEL RODRIGUEZ,5.833333333333333,0.3333333333333333,5.5,1.1666666666666667,2.3333333333333335,0.0,0.5,12.166666666666666,6,142,81,77,50,62,86,77,176,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bBN4qVD8YFiRfqf1t8HDQR.jpg
MATIAS EZEQUIEL RUIZ,3.5,0.5,0.5,0.0,1.0,0.5,0.0,4.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS EZEQUIEL SCHITTINO,2.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,7.666666666666667,3,215,28,151,77,124,75,44,249,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS FAINMAN,4.0,2.0,7.0,0.0,2.0,0.0,1.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rZgz7HKWQHPjmg8a7W5sL4.jpg
MATIAS GALLEGO,1.5,0.16666666666666666,1.8333333333333333,0.0,0.5,0.16666666666666666,0.16666666666666666,3.6666666666666665,6,222,85,173,89,120,80,91,313,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS GALLO,15.666666666666666,5.333333333333333,7.333333333333333,2.6666666666666665,2.0,3.0,3.3333333333333335,31.666666666666668,3,24,1,47,17,75,9,7,11,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mvYoV2e3SGHg8KeBY25ZB2.jpg
MATIAS GASTON ROBLES,7.0,2.0,3.0,0.0,2.0,1.0,0.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS GOYENECHE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS LANDSBERG,2.875,0.25,1.0,0.0,0.875,0.375,0.375,4.5,6,194,83,185,89,110,73,83,302,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/3EkL2DnifoZXatgGvuJYmP.jpg
MATIAS LOGARZO,0.6666666666666666,0.0,2.0,0.0,0.3333333333333333,0.0,0.6666666666666666,3.3333333333333335,3,238,89,168,89,124,86,72,317,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS MALER,3.0,0.6666666666666666,3.3333333333333335,1.0,1.0,0.0,0.0,7.0,3,193,66,131,57,109,86,95,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS OLIVA,6.333333333333333,0.3333333333333333,3.3333333333333335,0.0,1.6666666666666667,1.0,1.3333333333333333,11.333333333333334,3,133,81,131,89,84,44,44,188,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS ORSI,3.0,0.6666666666666666,3.0,1.0,1.0,0.0,0.0,6.666666666666667,3,193,66,142,57,109,86,95,263,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS PEREYRA SANSO,15.5,0.0,5.5,0.5,6.0,1.0,1.0,22.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS PORTELA,0.0,0.0,3.5,0.0,0.0,0.0,0.5,4.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS TORRES,3.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS UNIVASO,6.0,3.0,4.0,4.0,1.0,0.0,1.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MATIAS VARELA,6.0,0.75,2.5,1.75,1.0,0.75,1.25,10.5,4,138,63,156,31,109,55,47,202,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9EsYcHjMobjg3A3ZUXAXNC.JPG
MATIAS WISNIEWSKI,2.5,1.5,3.0,0.0,0.5,0.5,0.0,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MAURICIO GABRIEL CAVALLOTTI,4.333333333333333,0.16666666666666666,1.5,1.6666666666666667,0.8333333333333334,0.3333333333333333,1.0,7.0,4,171,85,179,34,112,75,57,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MAURICIO PRUZZO,6.666666666666667,0.0,7.0,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,14.0,3,126,89,53,89,97,35,84,147,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MAURO CICERCHIA,5.333333333333333,0.16666666666666666,2.6666666666666665,0.0,1.6666666666666667,0.6666666666666666,0.8333333333333334,9.0,6,151,85,151,89,84,57,63,229,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
MAURO EXEQUIEL ESCOBAR,11.0,2.0,7.0,1.0,5.0,0.0,1.0,21.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
