categoria,Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Categoria,Rank_asistencias_Categoria,Rank_rebotes_Categoria,Rank_libres_Categoria,Rank_dobles_Categoria,Rank_triples_Categoria,Rank_robos_Categoria,Rank_score_global_Categoria,Torneo,picture
PRIMERA D,GUNGOLO PABLO,2.25,0.0,5.5,0.5,0.5,0.25,1.25,9.0,4,84,30,28,29,46,28,20,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,HERNAN GALLARDO,1.2,0.0,4.6,0.0,0.6,0.0,0.4,6.2,5,94,30,37,35,45,31,30,107,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
PRIMERA D,HERNAN LORENZATTO,3.3333333333333335,0.3333333333333333,6.666666666666667,0.0,1.6666666666666667,0.0,1.0,11.333333333333334,3,74,26,18,35,33,31,23,68,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7em6dHEMTZHkvA57aBie5A.jpg
PRIMERA D,IBARRA	LUCIANO,7.5,0.5,2.0,1.5,1.5,1.0,0.5,10.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,IGNACIO BAGAZETTE,6.2,1.0,6.8,1.2,1.6,0.6,1.8,15.8,5,51,17,17,23,34,24,13,40,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kujEM8XbQmJ9ydgmFMHtMp.jpg
PRIMERA D,IGNACIO BISIO MARITATO,6.333333333333333,0.6666666666666666,3.0,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,11.333333333333334,3,49,21,53,14,33,27,19,68,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,IGNACIO DE LA PENA,6.5,1.0,7.0,1.0,2.0,0.5,1.0,15.5,4,47,17,16,24,29,25,23,42,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7em6dHEMTZHkvA57aBie5A.jpg
PRIMERA D,IGNACIO GONZALES,6.0,0.5,4.0,0.5,2.0,0.5,1.0,11.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,IGNACIO MUNIZ FERNANDEZ,3.25,1.25,5.0,0.5,1.0,0.25,1.0,10.5,4,75,14,33,29,40,28,23,76,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,IGNACIO SPOTTI,2.0,1.0,4.0,0.0,1.0,0.0,1.4,8.4,5,86,17,42,35,40,31,18,91,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,ILAN TRUPKIN,3.0,2.0,3.0,0.0,0.0,1.0,1.0,9.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,INFANTE DE LA ROSA JUAN,5.5,0.0,6.5,3.0,0.5,0.5,0.0,12.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,ISMAEL HERSKOVITS,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.0,5.333333333333333,3,79,26,59,35,48,23,35,113,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9SkMBxFTetZ5HC8X4MY7vz.jpg
PRIMERA D,IVAN BUMASCHNY,3.3333333333333335,1.6666666666666667,5.333333333333333,0.0,1.6666666666666667,0.0,0.6666666666666666,11.0,3,74,10,30,35,33,31,27,72,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
PRIMERA D,IVAN EZEQUIEL RICCA,7.4,0.6,3.2,0.8,1.8,1.0,1.4,12.6,5,40,23,51,25,31,19,18,59,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,IVAN NUNEZ,2.0,0.0,0.5,0.0,1.0,0.0,0.5,3.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/pqdrjkdgYWtvqmXH2fhQN5.jpg
PRIMERA D,IVAN SEPAG,5.5,0.5,5.75,0.5,1.75,0.5,0.5,12.25,4,57,24,26,29,32,25,29,62,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/82Nrk9PeGNUHymeqzWUJVN.jpg
PRIMERA D,JACQUES BERNARD ZOHORE,10.666666666666666,0.6666666666666666,3.0,0.6666666666666666,5.0,0.0,0.6666666666666666,15.0,3,20,21,53,27,6,31,27,43,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JAIRO FERNANDO RAMOS,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,6.0,3,83,21,65,35,44,27,19,108,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JERONIMO MONTI,1.6,0.4,2.6,0.2,0.4,0.2,0.2,4.8,5,89,25,57,33,47,29,33,116,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN BAEZ LANGER,3.75,0.0,5.75,0.25,1.75,0.0,0.75,10.25,4,69,30,26,32,32,31,26,79,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN CIRIGLIANO,5.875,0.625,3.5,0.0,1.25,1.125,1.0,11.0,8,53,22,47,35,38,18,23,72,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN DEBENEDETTI,1.5,0.5,2.5,0.5,0.5,0.0,0.0,4.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
PRIMERA D,JOAQUIN ESTREMS,9.2,0.2,4.0,2.2,2.6,0.6,0.2,13.6,5,30,28,42,12,24,24,33,53,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN MORENO,9.5,0.5,7.0,0.0,1.0,2.5,0.5,17.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN ORLANSKY,6.5,0.0,1.5,0.0,1.0,1.5,1.5,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN ORTIZ,2.6666666666666665,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,2.0,8.666666666666666,3,79,17,53,24,48,27,12,88,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOAQUIN ZURLETTI,4.0,3.0,12.0,0.0,2.0,0.0,0.0,19.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOEL ALEXANDER TOLEDO,1.0,1.0,5.0,0.0,0.5,0.0,0.5,7.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOEL GONZALEZ,10.0,2.0,11.0,0.0,5.0,0.0,1.0,24.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JONATAN ZITZER,6.0,2.0,8.666666666666666,0.6666666666666666,2.6666666666666665,0.0,0.6666666666666666,17.333333333333332,3,52,7,9,27,23,31,27,31,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JONATHAN QUERO,3.0,1.0,6.0,0.3333333333333333,1.3333333333333333,0.0,0.0,10.0,3,77,17,23,31,37,31,35,81,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JORGE ARZADUN,2.0,0.5,2.0,0.5,0.75,0.0,0.5,5.0,4,86,24,62,29,43,31,29,115,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,"JOSAMI, CAYETANO EMILIO",3.2,0.0,3.4,0.6,1.0,0.2,0.4,7.0,5,76,30,48,28,40,29,30,99,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOSE BUCHARA,14.0,2.0,8.5,5.0,4.5,0.0,0.0,24.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOSE CARBONELL,16.0,2.5,4.5,2.5,4.5,1.5,5.0,28.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOSE ESCALANTE,2.25,1.0,1.5,0.75,0.75,0.0,0.5,5.25,4,84,17,67,26,43,31,29,114,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JOSE LUIS ROBERTO FARIAS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN AGUSTIN SUAREZ SEIFERT,4.666666666666667,0.6666666666666666,5.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,11.333333333333334,3,64,21,33,31,33,27,23,68,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7em6dHEMTZHkvA57aBie5A.jpg
PRIMERA D,JUAN CRUZ ALDUNATE,10.666666666666666,0.3333333333333333,3.0,2.0,4.333333333333333,0.0,0.6666666666666666,14.666666666666666,3,20,26,53,14,10,31,27,45,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN CRUZ FERREIRO,2.0,0.2,1.4,0.0,0.4,0.4,0.2,3.8,5,86,28,68,35,47,26,33,123,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN CRUZ GUITTARD,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN DESCH,1.6,0.0,1.2,0.0,0.2,0.4,0.0,2.8,5,89,30,71,35,50,26,35,129,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eUZWqTskEsCcMo7y4VJo16.jpg
PRIMERA D,JUAN ESLAIMAN,2.8,0.0,6.4,0.8,1.0,0.0,1.0,10.2,5,78,30,20,25,40,31,23,80,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN ESTEBAN BALESTRETTI,0.0,2.0,0.5,0.0,0.0,0.0,0.0,2.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN GUIDO FABIAN ZACCAGNINI VAZQUEZ,6.0,0.0,2.0,0.0,1.5,1.0,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN IGNACIO BASSI,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN IGNACIO CONTRERA,0.5,0.0,3.0,0.0,0.25,0.0,0.25,3.75,4,100,30,53,35,49,31,32,124,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN IGNACIO PEON MARTINEZ,12.75,2.0,3.75,0.75,1.5,3.0,0.75,19.25,4,16,7,44,26,35,5,26,20,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN IGNACIO VIVIANO,8.5,0.0,2.0,1.5,2.0,1.0,1.0,11.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN JOSE SEIJAS,6.0,2.0,6.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,15.666666666666666,3,52,7,23,27,33,23,15,41,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN MARTIN NOGUEIRA,0.0,0.4,1.4,0.0,0.0,0.0,0.0,1.8,5,102,25,68,35,52,31,35,136,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN PABLO SILEONE,0.75,1.0,1.0,0.0,0.0,0.25,0.5,3.25,4,97,17,72,35,52,28,29,127,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JUAN RUIZ GRASSO,16.5,1.1666666666666667,4.666666666666667,2.0,5.0,1.5,2.5,24.833333333333332,6,6,16,36,14,6,13,9,8,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JULIAN CANTELI,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,3,102,30,76,35,52,31,35,140,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/fBdk4CfYbwYpDAVX4mcooF.jpg
PRIMERA D,JULIAN FERNANDEZ,9.5,0.0,4.75,3.25,2.0,0.75,3.0,17.25,4,26,30,35,4,29,22,5,32,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rEzrrLRrGZSgs47HsBa5U5.jpg
PRIMERA D,JULIAN FULLONE,10.2,1.8,5.4,1.6,2.8,1.0,2.6,20.0,5,23,8,29,18,21,19,8,19,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/sqNyHYpTu4pnP6rqgkn4vC.jpg
PRIMERA D,JULIAN JAMELE,1.0,0.0,1.0,0.0,0.5,0.0,0.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,JULIAN PORTO PETTINICCHI,8.25,2.5,3.75,1.5,0.75,1.75,2.25,16.75,4,35,5,44,19,43,10,11,35,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eNVYhZBELzi2HGNgoQuZJi.jpg
PRIMERA D,JULIO PATIN,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,KEVIN STAMBULSUY,2.6,0.8,2.0,0.2,1.2,0.0,2.0,7.4,5,80,19,62,33,39,31,12,96,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/24WS3fxfLFb74Ya2Tb5Hee.jpg
PRIMERA D,"KOVACHEVICH, FRANCISCO",1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,"KVITKO, AGUSTIN",2.5,0.0,2.6666666666666665,0.0,0.5,0.5,0.5,5.666666666666667,6,81,30,56,35,46,25,29,110,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/hXFMTPaGE7AYJC7P2su6Yc.jpg
PRIMERA D,LAUTARO MATIAS OLMEDO,13.0,1.0,5.0,0.0,5.0,1.0,2.0,21.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEANDRO EZEQUIEL GATTI,2.0,0.0,9.0,0.0,1.0,0.0,1.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEANDRO GABRIEL PATANE,5.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,8.666666666666666,3,62,26,62,27,33,27,19,88,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEANDRO LUCA GONZALES LLANOS,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,3,102,30,78,35,52,31,35,141,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEGUIZAMON EZEQUIEL,2.0,0.3333333333333333,4.333333333333333,0.0,1.0,0.0,0.0,6.666666666666667,3,86,26,40,35,40,31,35,102,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEONARDO CALABRESI,15.8,0.4,12.0,1.0,7.4,0.0,1.2,29.4,5,7,25,2,24,2,31,21,4,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEONARDO SANFURGO,7.0,0.5,2.5,0.0,3.5,0.0,1.0,11.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEONARDO SEBASTIAN MONGE,10.5,1.0,2.5,1.5,3.0,1.0,2.5,16.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9bxhndkzs9GnT3S7xdHkek.jpg
PRIMERA D,LEONEL ANDRES CONDORI,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LEONEL BELINCOW,4.333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,7.0,3,66,17,69,35,44,19,31,99,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LOPEZ FACUNDO AGUSTIN,4.0,0.0,4.0,0.0,2.0,0.0,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUAN BENITO RISTAU,3.0,1.0,3.0,0.4,1.0,0.2,0.6,7.6,5,77,17,53,30,40,29,28,95,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kJGPZnU2FvwtGVbrcEbpcG.jpg
PRIMERA D,LUCA REYNALDO,3.3333333333333335,0.3333333333333333,3.6666666666666665,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,7.666666666666667,3,74,26,45,35,44,23,31,94,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCAS APPIOLAZA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCAS BELOTTI,5.2,0.0,6.0,0.4,2.4,0.0,1.0,12.2,5,61,30,23,30,26,31,23,63,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xwyR5nsXSGpzR3kx3PJWnW.jpg
PRIMERA D,LUCAS FELICIANI,5.5,0.5,5.25,0.0,2.75,0.0,1.5,12.75,4,57,24,31,35,22,31,17,58,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCAS KOBRINSKY,12.8,0.6,5.6,2.8,2.6,1.6,2.4,21.4,5,15,23,27,6,24,12,10,15,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dcCLiHPp8brCT3RLLthfYV.jpg
PRIMERA D,LUCAS LADOWICZ,10.0,2.0,12.0,2.5,3.0,0.5,2.0,26.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bSjBkEmXihm3BMVqcL3cwg.jpg
PRIMERA D,LUCAS OLIVER,3.6,0.2,2.8,0.4,1.0,0.4,0.4,7.0,5,71,28,54,30,40,26,30,99,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
PRIMERA D,LUCAS REBOREDO,5.5,1.5,9.25,0.75,2.0,0.25,0.25,16.5,4,57,12,6,26,29,28,32,37,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCAS SERGIO VILLALBA,5.2,1.6,3.6,1.6,0.6,0.8,1.2,11.6,5,61,11,46,18,45,21,21,67,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCAS WENCESLAO GALVAN,8.0,1.4,5.6,0.0,2.8,0.8,1.0,16.0,5,36,13,27,35,21,21,23,39,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCIANO DAMIANI,5.4,1.0,4.0,0.6,1.2,0.8,0.8,11.2,5,58,17,42,28,39,21,25,70,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/uXc9GtUqbrPqc4ZTZ7inQK.jpg
PRIMERA D,LUCIANO EXEQUIEL DERCACH,2.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,4.0,3,86,26,72,21,48,31,27,121,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ncx6CRyvusi6Uito2Kpu3C.jpg
PRIMERA D,LUCIANO GABRIEL ROBLEDO,6.0,1.0,4.5,0.5,2.75,0.0,1.0,12.5,4,52,17,38,29,22,31,23,60,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCIANO POLIZZI,2.5,0.25,3.25,0.25,0.75,0.25,1.25,7.25,4,81,27,50,32,43,28,20,97,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCIANO SOSA,0.0,0.0,7.0,0.0,0.0,0.0,2.0,9.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUCIO AYUSO,9.333333333333334,0.3333333333333333,9.0,4.666666666666667,2.3333333333333335,0.0,1.6666666666666667,20.333333333333332,3,28,26,8,1,27,31,15,18,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUIS ALAN VELARDES,8.0,0.0,5.5,0.5,1.5,1.5,1.0,14.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,LUIS GONZALEZ,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.666666666666667,3,86,26,65,31,48,27,27,117,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,"MAC DOUGALL, FEDERICO",2.8,0.2,2.2,0.2,1.0,0.2,1.8,7.0,5,78,28,61,33,40,29,13,99,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/sAjR3wnFMSHU8WQDznqdwM.jpg
PRIMERA D,MAHMUD EZEQUIEL,4.75,2.0,4.0,0.75,0.5,1.0,1.5,12.25,4,63,7,42,26,46,19,17,62,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MANUEL DAVID SILVA MEDINA,2.0,1.0,3.0,0.0,1.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MANUEL NEYRA,0.5,1.0,1.25,0.0,0.25,0.0,0.25,3.0,4,100,17,70,35,49,31,32,128,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ipP74PvARmYwF6ZxUQzWiM.jpg
PRIMERA D,MARCO MILINKOVIC,1.75,0.25,5.5,0.25,0.75,0.0,0.5,8.0,4,87,27,28,32,43,31,29,93,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/1tJcM9cpwzJiAghoxRL5C8.jpg
PRIMERA D,MARCOS BAUTISTA BLOISE,10.0,1.0,6.0,0.3333333333333333,4.333333333333333,0.3333333333333333,1.0,18.0,3,24,17,23,31,10,27,23,25,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
PRIMERA D,MARCOS EZEQUIEL SALVATIERRA,14.4,1.4,4.6,0.8,4.4,1.6,2.6,23.0,5,11,13,37,25,9,12,8,12,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MARCOS MAIORANO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xuhC8PJ3rQa8r2eWkbtdND.jpg
PRIMERA D,MARCOS REMON,1.0,0.0,4.0,0.0,0.5,0.0,0.5,5.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MARCOS SCHEIDEGGER,2.3333333333333335,0.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,4.666666666666667,3,83,30,62,31,40,31,31,117,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MARIANO MARTIN,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MARIANO PABLO GARCIA,2.8,0.2,6.8,1.0,0.6,0.2,0.6,10.4,5,78,28,17,24,45,29,28,77,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA D,MARIANO TROGLIO VOZZA,6.2,0.4,4.2,1.4,1.2,0.8,0.8,11.6,5,51,25,41,20,39,21,25,67,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ejkXhM6unFooeGYMYFtNug.jpg
PRIMERA D,MARIANO VASCONCELLOS,8.0,0.8333333333333334,7.5,1.0,3.5,0.0,1.5,17.833333333333332,6,36,18,12,24,17,31,17,26,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
