player,puntos_totales,puntos_por_partido,rebotes_totales,rebotes_por_partido,asistencias_totales,asistencias_por_partido,robos_totales,robos_por_partido,faltas_totales,faltas_por_partido,triples_totales,triples_por_partido,dobles_totales,dobles_por_partido,libres_totales,libres_por_partido,score_global,score_global_por_partido,partidos_jugados,participacion_ofensiva_promedio,participacion_defensiva_promedio
Pablo Gato,9,9.0,4,4.0,0,0.0,3,3.0,0,0.0,1,1.0,3,3.0,0,0.0,16,16.0,1,0.15789473684210525,0.12280701754385964
Pablo Gimenez,0,0.0,3,1.5,0,0.0,5,2.5,4,2.0,0,0.0,0,0.0,0,0.0,8,4.0,2,0.0,0.09225806451612903
Pablo Longhitano,0,0.0,10,2.5,0,0.0,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,11,2.75,4,0.0,0.075954034607191
Pablo Luis Fernandez,12,6.0,10,5.0,1,0.5,4,2.0,0,0.0,0,0.0,6,3.0,0,0.0,27,13.5,2,0.15384615384615385,0.12916666666666665
Pablo Martin Lacanna,10,2.5,15,3.75,3,0.75,5,1.25,5,1.25,2,0.5,2,0.5,0,0.0,33,8.25,4,0.07807107420189818,0.09720661806746711
Pablo Nicolas Tagliavini,19,4.75,27,6.75,2,0.5,1,0.25,8,2.0,0,0.0,8,2.0,3,0.75,49,12.25,4,0.1396238407994334,0.16124316005471956
Pablo Santiago Ormeño,5,1.6666666666666667,12,4.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,0.0,18,6.0,3,0.05555555555555555,0.08846829717973093
Pablo Villalba,11,2.75,10,2.5,0,0.0,6,1.5,10,2.5,0,0.0,4,1.0,3,0.75,27,6.75,4,0.0531231918997107,0.06851943346508563
Paez Lauro,13,4.333333333333333,16,5.333333333333333,4,1.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,0,0.0,4,1.3333333333333333,5,1.6666666666666667,35,11.666666666666666,3,0.10099206349206348,0.1341099163679809
Paganini Juan Cruz ,12,12.0,5,5.0,5,5.0,0,0.0,1,1.0,3,3.0,1,1.0,1,1.0,22,22.0,1,0.22972972972972974,0.11363636363636363
"Pagez, Dante Alan",0,0.0,3,3.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,3,3.0,1,0.0,0.061224489795918366
Palazzo Gonzalo,5,1.0,16,3.2,1,0.2,0,0.0,2,0.4,1,0.2,1,0.2,0,0.0,22,4.4,5,0.022197356215213356,0.056907202618498645
"Panizzi, Luca",24,24.0,15,15.0,0,0.0,1,1.0,3,3.0,3,3.0,7,7.0,1,1.0,40,40.0,1,0.42857142857142855,0.2711864406779661
"Panizzi, Luca	",78,19.5,25,6.25,5,1.25,11,2.75,5,1.25,11,2.75,20,5.0,5,1.25,119,29.75,4,0.36688747873909666,0.17988551267281105
"Panuccio, Tomás",17,5.666666666666667,33,11.0,3,1.0,3,1.0,7,2.3333333333333335,0,0.0,6,2.0,5,1.6666666666666667,56,18.666666666666668,3,0.11810595065312046,0.21324817817080163
"Pariente, Kevin Oscar",4,4.0,7,7.0,0,0.0,2,2.0,4,4.0,0,0.0,2,2.0,0,0.0,13,13.0,1,0.17391304347826086,0.1875
Pastore Santiago,22,5.5,12,3.0,0,0.0,3,0.75,9,2.25,4,1.0,5,1.25,0,0.0,37,9.25,4,0.11198053908651734,0.09855177717019822
Patricio Colombo ,4,1.3333333333333333,6,2.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,10,3.3333333333333335,3,0.025641025641025644,0.04111459306907105
Patricio Coronel,5,1.25,4,1.0,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,0,0.0,11,2.75,4,0.02072704081632653,0.02402701697436938
Patricio Romero,18,9.0,20,10.0,5,2.5,2,1.0,1,0.5,0,0.0,9,4.5,0,0.0,45,22.5,2,0.20410401002506265,0.26555299539170507
Patricio Toranzo,10,10.0,6,6.0,1,1.0,0,0.0,1,1.0,0,0.0,3,3.0,4,4.0,17,17.0,1,0.34375,0.11764705882352941
Paul Edelstein,13,4.333333333333333,13,4.333333333333333,0,0.0,2,0.6666666666666666,0,0.0,0,0.0,6,2.0,1,0.3333333333333333,28,9.333333333333334,3,0.06875271621034333,0.0925100057175529
Paulo Lopez,20,20.0,13,13.0,3,3.0,0,0.0,2,2.0,0,0.0,8,8.0,4,4.0,36,36.0,1,0.36507936507936506,0.19696969696969696
Paulo Lopez 	,45,11.25,34,8.5,2,0.5,2,0.5,9,2.25,1,0.25,18,4.5,6,1.5,83,20.75,4,0.22431949806949808,0.16261679063860668
Paz Emanuel,2,0.6666666666666666,5,1.6666666666666667,5,1.6666666666666667,1,0.3333333333333333,1,0.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0,13,4.333333333333333,3,0.04064039408866995,0.04504439496398923
Pedro Bainotti,29,9.666666666666666,14,4.666666666666667,10,3.3333333333333335,8,2.6666666666666665,6,2.0,4,1.3333333333333333,6,2.0,5,1.6666666666666667,61,20.333333333333332,3,0.21266999553444565,0.11734629933460942
Pedro Barcia,16,4.0,15,3.75,3,0.75,4,1.0,5,1.25,1,0.25,5,1.25,3,0.75,38,9.5,4,0.07829768270944741,0.08613843264578559
Pedro Capaccioni,54,9.0,24,4.0,4,0.6666666666666666,10,1.6666666666666667,13,2.1666666666666665,6,1.0,15,2.5,6,1.0,92,15.333333333333334,6,0.19681676659850508,0.1154296214512995
Pedro Palazzo Sansoni,6,2.0,5,1.6666666666666667,1,0.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0,3,1.0,0,0.0,12,4.0,3,0.05303030303030303,0.03937817338431643
Pedro Rende,5,1.25,15,3.75,1,0.25,1,0.25,12,3.0,1,0.25,1,0.25,0,0.0,22,5.5,4,0.02959770114942529,0.10071878676529838
Pedro Santiago Balor,8,2.6666666666666665,10,3.3333333333333335,5,1.6666666666666667,3,1.0,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,26,8.666666666666666,3,0.10158020274299344,0.10816961889425658
"Pelorosso, Agustin",1,0.25,9,2.25,0,0.0,1,0.25,11,2.75,0,0.0,0,0.0,1,0.25,11,2.75,4,0.008064516129032258,0.06099689619578611
"Pennini, Franco",1,0.5,4,2.0,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5,7,3.5,2,0.02821939586645469,0.05898456943753111
Pere Ignacio,1,0.5,9,4.5,5,2.5,2,1.0,4,2.0,0,0.0,0,0.0,1,0.5,17,8.5,2,0.058823529411764705,0.09316770186335403
Pereira Lucas Gaston,2,2.0,1,1.0,2,2.0,3,3.0,2,2.0,0,0.0,1,1.0,0,0.0,8,8.0,1,0.09523809523809523,0.09090909090909091
Piaggio Mauro,36,18.0,30,15.0,0,0.0,3,1.5,3,1.5,0,0.0,17,8.5,2,1.0,69,34.5,2,0.2941176470588235,0.2936507936507936
Plinio Prado,3,0.75,7,1.75,0,0.0,0,0.0,4,1.0,0,0.0,1,0.25,1,0.25,10,2.5,4,0.010869565217391304,0.029875222576088243
"Proh, Marcos",13,6.5,7,3.5,3,1.5,2,1.0,3,1.5,3,1.5,1,0.5,2,1.0,25,12.5,2,0.21236559139784944,0.09690101757631822
Puerta Pablo	,16,16.0,4,4.0,1,1.0,2,2.0,0,0.0,1,1.0,6,6.0,1,1.0,23,23.0,1,0.2698412698412698,0.12
"ROSOCHAKI, TADEO",0,0.0,8,4.0,0,0.0,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,9,4.5,2,0.0,0.09409090909090909
Rabosto Pablo,18,6.0,7,2.3333333333333335,1,0.3333333333333333,3,1.0,3,1.0,3,1.0,4,1.3333333333333333,1,0.3333333333333333,29,9.666666666666666,3,0.1290148804124958,0.060668799799234584
Rafael Escur,13,4.333333333333333,5,1.6666666666666667,1,0.3333333333333333,3,1.0,1,0.3333333333333333,1,0.3333333333333333,5,1.6666666666666667,0,0.0,22,7.333333333333333,3,0.07598784194528875,0.053273938867159205
Rajch Nicolas,7,3.5,11,5.5,1,0.5,0,0.0,3,1.5,1,0.5,1,0.5,2,1.0,19,9.5,2,0.08043217286914767,0.12826797385620914
Ramiro Araoz,54,10.8,29,5.8,5,1.0,6,1.2,6,1.2,9,1.8,13,2.6,1,0.2,94,18.8,5,0.22081209501194396,0.11510849627287982
Ramiro Bodnar,17,4.25,21,5.25,4,1.0,4,1.0,3,0.75,3,0.75,4,1.0,0,0.0,46,11.5,4,0.09542293233082706,0.14104255698999119
Ramiro Corbellini	,3,3.0,1,1.0,1,1.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,5,5.0,1,0.06349206349206349,0.02127659574468085
Ramiro David Calvo,2,2.0,3,3.0,1,1.0,1,1.0,2,2.0,0,0.0,1,1.0,0,0.0,7,7.0,1,0.057692307692307696,0.06666666666666667
Ramiro Gaitan,0,0.0,7,3.5,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,7,3.5,2,0.0,0.08768115942028985
Ramiro Gonzalo Ruiz,6,1.5,10,2.5,0,0.0,1,0.25,2,0.5,1,0.25,1,0.25,1,0.25,17,4.25,4,0.04213698241633579,0.059855608910230756
Ramiro Ivan Aspis,19,4.75,13,3.25,3,0.75,1,0.25,4,1.0,2,0.5,4,1.0,5,1.25,36,9.0,4,0.14283723522853958,0.06793621074760216
Ramiro Iván Mizrahi,19,9.5,10,5.0,4,2.0,2,1.0,3,1.5,5,2.5,2,1.0,0,0.0,35,17.5,2,0.26825396825396824,0.136875
Ramiro Muscariello,71,14.2,67,13.4,10,2.0,7,1.4,4,0.8,0,0.0,32,6.4,7,1.4,155,31.0,5,0.28081460454699336,0.24913414844921694
Ramiro corbellini,4,4.0,7,7.0,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,0,0.0,11,11.0,1,0.06896551724137931,0.16279069767441862
Ramon Ignacio Gonzalez,2,0.4,1,0.2,0,0.0,1,0.2,3,0.6,0,0.0,1,0.2,0,0.0,4,0.8,5,0.015384615384615385,0.008366013071895426
Raúl Ariel Santa Cruz,4,2.0,2,1.0,0,0.0,3,1.5,1,0.5,0,0.0,2,1.0,0,0.0,9,4.5,2,0.041666666666666664,0.03992094861660079
Rebon Catriel,10,5.0,13,6.5,0,0.0,0,0.0,3,1.5,0,0.0,4,2.0,2,1.0,23,11.5,2,0.07041714504401071,0.1170822102425876
Recke Dylan Eian,16,4.0,26,6.5,7,1.75,2,0.5,12,3.0,4,1.0,2,0.5,0,0.0,51,12.75,4,0.10996076419698314,0.13123056623480162
Recke Eric Axel,35,7.0,27,5.4,11,2.2,3,0.6,11,2.2,2,0.4,12,2.4,5,1.0,76,15.2,5,0.17734356094216341,0.10745131892373908
Reinharth Garces,23,7.666666666666667,22,7.333333333333333,0,0.0,0,0.0,4,1.3333333333333333,0,0.0,9,3.0,5,1.6666666666666667,45,15.0,3,0.1564216491194179,0.16134383577992603
Renzo Giordano,6,6.0,2,2.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2.0,2,2.0,9,9.0,1,0.11764705882352941,0.06521739130434782
Renzo Peñaloza,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0.0
Rhys Samuel Logan,68,17.0,14,3.5,1,0.25,3,0.75,7,1.75,17,4.25,6,1.5,5,1.25,86,21.5,4,0.3127665818253664,0.11472334229390681
"Riat, Facundo",0,0.0,3,1.5,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,3,1.5,2,0.0,0.036585365853658534
Ricardo Francisco Marengo,0,0.0,2,1.0,1,0.5,1,0.5,3,1.5,0,0.0,0,0.0,0,0.0,4,2.0,2,0.010869565217391304,0.029411764705882353
Ricca Ivan,12,3.0,28,7.0,6,1.5,5,1.25,6,1.5,2,0.5,2,0.5,2,0.5,51,12.75,4,0.06977007674179708,0.15701207019013624
Risso Guido,5,1.6666666666666667,6,2.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,0.0,12,4.0,3,0.053763440860215055,0.05165912518853696
Roberto Cataldi	,13,4.333333333333333,17,5.666666666666667,3,1.0,3,1.0,10,3.3333333333333335,1,0.3333333333333333,5,1.6666666666666667,0,0.0,36,12.0,3,0.11428571428571428,0.13752512202124603
Rocco Capaccioni,26,4.333333333333333,23,3.8333333333333335,6,1.0,2,0.3333333333333333,11,1.8333333333333333,2,0.3333333333333333,9,1.5,2,0.3333333333333333,57,9.5,6,0.11159159584150052,0.0883046934331559
Rodolfo Coronel,0,0.0,5,1.6666666666666667,2,0.6666666666666666,2,0.6666666666666666,3,1.0,0,0.0,0,0.0,0,0.0,9,3.0,3,0.010048808498420901,0.04218962707314735
Rodolfo di biase,15,15.0,8,8.0,2,2.0,3,3.0,1,1.0,2,2.0,4,4.0,1,1.0,28,28.0,1,0.3090909090909091,0.1774193548387097
Rodrigo Albarracín,36,9.0,14,3.5,0,0.0,4,1.0,10,2.5,0,0.0,16,4.0,4,1.0,54,13.5,4,0.2104819948286373,0.10180865882085394
Rodrigo Alejandro Perez,21,7.0,16,5.333333333333333,3,1.0,7,2.3333333333333335,7,2.3333333333333335,3,1.0,4,1.3333333333333333,4,1.3333333333333333,47,15.666666666666666,3,0.18218416044503002,0.1429301075268817
Rodrigo BISKAYSAKY,18,3.6,24,4.8,6,1.2,5,1.0,12,2.4,2,0.4,5,1.0,2,0.4,53,10.6,5,0.09319133456148124,0.12347340466006698
Rodrigo Barreto,2,2.0,3,3.0,1,1.0,0,0.0,2,2.0,0,0.0,1,1.0,0,0.0,6,6.0,1,0.05084745762711865,0.05555555555555555
Rodrigo Carinelli,39,9.75,42,10.5,8,2.0,4,1.0,11,2.75,2,0.5,16,4.0,1,0.25,93,23.25,4,0.21925610060958023,0.2006926976081655
Rodrigo Coscarelli	,7,2.3333333333333335,4,1.3333333333333333,2,0.6666666666666666,3,1.0,7,2.3333333333333335,1,0.3333333333333333,2,0.6666666666666666,0,0.0,16,5.333333333333333,3,0.0764857881136951,0.055098774969650155
Rodrigo Exequiel Heredia,0,0.0,4,4.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,5,5.0,1,0.0,0.09615384615384616
Rodrigo Exequiel Heredia	,5,1.6666666666666667,14,4.666666666666667,2,0.6666666666666666,4,1.3333333333333333,5,1.6666666666666667,1,0.3333333333333333,1,0.3333333333333333,0,0.0,25,8.333333333333334,3,0.03591756139701346,0.10549943883277217
Rodrigo García	,16,8.0,21,10.5,4,2.0,3,1.5,5,2.5,1,0.5,6,3.0,1,0.5,44,22.0,2,0.18758620689655173,0.2399228130360206
Rodrigo Laconte,2,2.0,0,0.0,1,1.0,0,0.0,4,4.0,0,0.0,1,1.0,0,0.0,3,3.0,1,0.04285714285714286,0.0
Rodrigo Piccolini,44,11.0,27,6.75,13,3.25,7,1.75,9,2.25,9,2.25,8,2.0,1,0.25,91,22.75,4,0.2404079728906488,0.14847585717184014
Rodrigo Valladares	,4,1.3333333333333333,12,4.0,2,0.6666666666666666,1,0.3333333333333333,3,1.0,1,0.3333333333333333,0,0.0,1,0.3333333333333333,19,6.333333333333333,3,0.06294907060098358,0.09867380348011624
Rodrigo Vilches,23,7.666666666666667,12,4.0,5,1.6666666666666667,7,2.3333333333333335,2,0.6666666666666666,5,1.6666666666666667,4,1.3333333333333333,0,0.0,47,15.666666666666666,3,0.21695164552307408,0.13642507076159607
Rodríguez Julio,15,5.0,18,6.0,1,0.3333333333333333,2,0.6666666666666666,6,2.0,0,0.0,6,2.0,3,1.0,36,12.0,3,0.08168731852942379,0.11295485175202157
Rodríguez Ricagno Walter Nicolás,20,6.666666666666667,12,4.0,8,2.6666666666666665,1,0.3333333333333333,4,1.3333333333333333,3,1.0,2,0.6666666666666666,7,2.3333333333333335,41,13.666666666666666,3,0.23603368176538908,0.07812791783380019
"Rodríguez, Jose",8,8.0,7,7.0,1,1.0,2,2.0,3,3.0,1,1.0,2,2.0,1,1.0,18,18.0,1,0.23076923076923078,0.17307692307692307
"Rodríguez, Jose	",16,4.0,10,2.5,4,1.0,5,1.25,11,2.75,0,0.0,8,2.0,0,0.0,35,8.75,4,0.08456970806066819,0.07458991661180601
Roman Calandrelli,0,0.0,3,1.0,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,6,2.0,3,0.009523809523809523,0.03077268643306379
Roman Giunta,2,2.0,6,6.0,2,2.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,10,10.0,1,0.1,0.10909090909090909
Román Galimidi,0,0.0,3,1.5,4,2.0,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0,9,4.5,2,0.031746031746031744,0.04196282121377802
Rosende Facundo,14,2.8,24,4.8,6,1.2,1,0.2,6,1.2,3,0.6,2,0.4,1,0.2,45,9.0,5,0.08000015124626926,0.09077599165994203
Rosi Mariano,6,2.0,11,3.6666666666666665,1,0.3333333333333333,1,0.3333333333333333,7,2.3333333333333335,0,0.0,1,0.3333333333333333,4,1.3333333333333333,19,6.333333333333333,3,0.04894179894179893,0.08361355669682889
Rotundo Juan Martin,3,1.0,10,3.3333333333333335,1,0.3333333333333333,2,0.6666666666666666,9,3.0,1,0.3333333333333333,0,0.0,0,0.0,16,5.333333333333333,3,0.02962962962962963,0.09752032422839878
"Rucci, Federico",56,14.0,31,7.75,3,0.75,2,0.5,8,2.0,8,2.0,11,2.75,10,2.5,92,23.0,4,0.35730256126675564,0.16476210824872978
Russo Mariano,38,7.6,20,4.0,11,2.2,10,2.0,6,1.2,1,0.2,14,2.8,7,1.4,79,15.8,5,0.17710276007636255,0.11244116887646709
SANTIAGO GIANCRISTIANO,45,11.25,12,3.0,4,1.0,3,0.75,5,1.25,13,3.25,3,0.75,0,0.0,64,16.0,4,0.21380695328063748,0.07790423861852433
SEBASTIAN ORIO,0,0.0,5,1.6666666666666667,2,0.6666666666666666,0,0.0,5,1.6666666666666667,0,0.0,0,0.0,0,0.0,7,2.3333333333333335,3,0.01911001911001911,0.04337492572786691
SERGIO ESTEBAN FERNANDEZ,25,6.25,19,4.75,7,1.75,5,1.25,10,2.5,3,0.75,6,1.5,4,1.0,56,14.0,4,0.19798091226662656,0.14658097968631484
SERGIO FERNANDEZ,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,2,0.0,0.010869565217391304
SERGIO MARTIN ROLDAN,14,4.666666666666667,15,5.0,1,0.3333333333333333,2,0.6666666666666666,12,4.0,3,1.0,1,0.3333333333333333,3,1.0,32,10.666666666666666,3,0.13841113841113842,0.15014380130659202
"SLUCKA, IVÁN",8,2.0,31,7.75,2,0.5,13,3.25,14,3.5,0,0.0,4,1.0,0,0.0,54,13.5,4,0.04227812718378756,0.23667233560090703
"SPERONE, IVO",39,7.8,25,5.0,4,0.8,4,0.8,7,1.4,7,1.4,8,1.6,2,0.4,72,14.4,5,0.15680410401883899,0.12524716553287982
Salvador Florin,10,10.0,4,4.0,1,1.0,1,1.0,0,0.0,0,0.0,3,3.0,4,4.0,16,16.0,1,0.16176470588235295,0.08928571428571429
Salvador Nisi,4,4.0,5,5.0,1,1.0,3,3.0,1,1.0,0,0.0,1,1.0,2,2.0,13,13.0,1,0.09259259259259259,0.14035087719298245
Salvador Romano,1,1.0,3,3.0,0,0.0,0,0.0,3,3.0,0,0.0,0,0.0,1,1.0,4,4.0,1,0.021739130434782608,0.06
Samuel Aragon	,12,4.0,19,6.333333333333333,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,0,0.0,5,1.6666666666666667,2,0.6666666666666666,34,11.333333333333334,3,0.1232564820800115,0.1412037037037037
Sanchez José Emanuel,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0.0
"Sanchez Sanda, Matias",0,0.0,3,3.0,0,0.0,1,1.0,2,2.0,0,0.0,0,0.0,0,0.0,4,4.0,1,0.0,0.07692307692307693
"Sanchez Sanda, Matias	",2,1.0,2,1.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,4,2.0,2,0.01639344262295082,0.023809523809523808
Santiago	Seta Zuviri,2,0.6666666666666666,6,2.0,0,0.0,1,0.3333333333333333,4,1.3333333333333333,0,0.0,1,0.3333333333333333,0,0.0,9,3.0,3,0.037037037037037035,0.06390301870933147
Santiago Alejandro,29,7.25,25,6.25,1,0.25,7,1.75,13,3.25,0,0.0,13,3.25,3,0.75,62,15.5,4,0.1951974477836547,0.16835531382364266
Santiago Algarin,43,8.6,28,5.6,7,1.4,10,2.0,12,2.4,0,0.0,19,3.8,5,1.0,88,17.6,5,0.20839107962288866,0.16469801967989345
Santiago Alvarez,28,9.333333333333334,10,3.3333333333333335,3,1.0,4,1.3333333333333333,9,3.0,1,0.3333333333333333,11,3.6666666666666665,3,1.0,45,15.0,3,0.19179894179894177,0.0981377113452585
Santiago Ariel Corbalan,2,1.0,10,5.0,1,0.5,0,0.0,2,1.0,0,0.0,1,0.5,0,0.0,13,6.5,2,0.033893557422969185,0.11385606874328678
Santiago Barros	,23,5.75,12,3.0,2,0.5,2,0.5,13,3.25,5,1.25,3,0.75,2,0.5,39,9.75,4,0.13531878778868073,0.07276018160326671
Santiago Bosch,19,9.5,17,8.5,2,1.0,2,1.0,2,1.0,4,2.0,3,1.5,1,0.5,40,20.0,2,0.17246376811594205,0.22712418300653597
Santiago Bosio,13,3.25,19,4.75,3,0.75,2,0.5,9,2.25,1,0.25,5,1.25,0,0.0,37,9.25,4,0.07265642196786265,0.1170804380095949
Santiago Crespo,5,1.6666666666666667,7,2.3333333333333335,1,0.3333333333333333,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,0.0,13,4.333333333333333,3,0.041707396546106223,0.05028098195800059
Santiago De La Cruz Tomm,14,4.666666666666667,8,2.6666666666666665,0,0.0,5,1.6666666666666667,5,1.6666666666666667,2,0.6666666666666666,3,1.0,2,0.6666666666666666,27,9.0,3,0.13192569312262994,0.10310077519379846
Santiago Del Pup,0,0.0,2,2.0,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,2,2.0,1,0.0,0.038461538461538464
Santiago Diaz,7,2.3333333333333335,17,5.666666666666667,2,0.6666666666666666,8,2.6666666666666665,5,1.6666666666666667,1,0.3333333333333333,2,0.6666666666666666,0,0.0,34,11.333333333333334,3,0.06523335860951276,0.16214177978883862
Santiago Estremero,6,2.0,9,3.0,0,0.0,0,0.0,8,2.6666666666666665,0,0.0,3,1.0,0,0.0,15,5.0,3,0.05405405405405406,0.07167521979552055
Santiago Fernandez,38,19.0,16,8.0,3,1.5,3,1.5,4,2.0,3,1.5,11,5.5,7,3.5,60,30.0,2,0.269004329004329,0.21895424836601307
Santiago Fernández	,5,2.5,11,5.5,0,0.0,1,0.5,5,2.5,0,0.0,1,0.5,3,1.5,17,8.5,2,0.09193438140806562,0.13341346153846154
Santiago Fernández Benetti,4,4.0,3,3.0,0,0.0,0,0.0,3,3.0,0,0.0,2,2.0,0,0.0,7,7.0,1,0.08888888888888889,0.05357142857142857
Santiago Ferroni,2,1.0,5,2.5,0,0.0,0,0.0,7,3.5,0,0.0,1,0.5,0,0.0,7,3.5,2,0.013157894736842105,0.04980392156862745
Santiago Gissara,2,2.0,8,8.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,11,11.0,1,0.034482758620689655,0.15
Santiago Gomes,6,6.0,2,2.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,8,8.0,1,0.11320754716981132,0.046511627906976744
Santiago Gonzalez Raffo,2,2.0,5,5.0,0,0.0,1,1.0,2,2.0,0,0.0,1,1.0,0,0.0,8,8.0,1,0.044444444444444446,0.10526315789473684
Santiago González	,10,3.3333333333333335,9,3.0,1,0.3333333333333333,1,0.3333333333333333,4,1.3333333333333333,0,0.0,4,1.3333333333333333,2,0.6666666666666666,21,7.0,3,0.0625136612021858,0.08087973030501766
Santiago Hirsch,10,3.3333333333333335,6,2.0,1,0.3333333333333333,1,0.3333333333333333,3,1.0,0,0.0,5,1.6666666666666667,0,0.0,18,6.0,3,0.07105160128415942,0.04495708359618436
Santiago Hirsch	,2,2.0,3,3.0,0,0.0,0,0.0,2,2.0,0,0.0,1,1.0,0,0.0,5,5.0,1,0.03389830508474576,0.0625
Santiago Iglesias Lopez	,19,9.5,8,4.0,1,0.5,3,1.5,1,0.5,1,0.5,7,3.5,2,1.0,31,15.5,2,0.18482758620689654,0.1153516295025729
Santiago Infante,68,22.666666666666668,21,7.0,6,2.0,8,2.6666666666666665,15,5.0,6,2.0,18,6.0,14,4.666666666666667,103,34.333333333333336,3,0.36076511503477793,0.1767290720431299
Santiago Jaratz,36,12.0,20,6.666666666666667,1,0.3333333333333333,3,1.0,3,1.0,7,2.3333333333333335,7,2.3333333333333335,1,0.3333333333333333,60,20.0,3,0.22603844169246645,0.14031532732540572
Santiago Kenny,37,12.333333333333334,18,6.0,7,2.3333333333333335,8,2.6666666666666665,10,3.3333333333333335,1,0.3333333333333333,15,5.0,4,1.3333333333333333,70,23.333333333333332,3,0.25661375661375657,0.1699032099975496
Santiago Larroca,20,5.0,45,11.25,13,3.25,8,2.0,7,1.75,0,0.0,8,2.0,4,1.0,86,21.5,4,0.16132116471099522,0.2575770671084453
Santiago Levin,0,0.0,3,3.0,5,5.0,0,0.0,3,3.0,0,0.0,0,0.0,0,0.0,8,8.0,1,0.078125,0.08108108108108109
Santiago Lucas Morales Centellas,3,1.0,8,2.6666666666666665,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,14,4.666666666666667,3,0.07118055555555555,0.10526315789473684
Santiago Manuel Zarate,12,6.0,4,2.0,0,0.0,1,0.5,4,2.0,1,0.5,4,2.0,1,0.5,17,8.5,2,0.08823529411764706,0.06263157894736841
Santiago Marco Romero Ottaviano,10,5.0,8,4.0,0,0.0,2,1.0,5,2.5,2,1.0,2,1.0,0,0.0,20,10.0,2,0.09705113848450914,0.09808612440191387
Santiago Marino,0,0.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,1,0.0,0.05
Santiago Mendizabal,4,2.0,12,6.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,2,1.0,16,8.0,2,0.0332244008714597,0.09090909090909091
Santiago Montenegro,22,4.4,17,3.4,2,0.4,8,1.6,13,2.6,1,0.2,8,1.6,3,0.6,49,9.8,5,0.1396501966553016,0.10591764911092642
Santiago Nicolas Peña Brizuela,24,12.0,8,4.0,2,1.0,2,1.0,4,2.0,0,0.0,10,5.0,4,2.0,36,18.0,2,0.23931034482758623,0.10205831903945112
Santiago Nicolas ZOCCHI,20,20.0,9,9.0,6,6.0,1,1.0,1,1.0,5,5.0,2,2.0,1,1.0,36,36.0,1,0.4262295081967213,0.20408163265306123
Santiago Nucera	,10,10.0,5,5.0,1,1.0,2,2.0,1,1.0,3,3.0,0,0.0,1,1.0,18,18.0,1,0.1774193548387097,0.14285714285714285
Santiago Padin,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0
Santiago Rodriguez Gregori,18,9.0,15,7.5,0,0.0,1,0.5,4,2.0,2,1.0,5,2.5,2,1.0,34,17.0,2,0.17865566037735847,0.13403954802259888
Santiago Rondina,3,0.75,9,2.25,2,0.5,4,1.0,4,1.0,1,0.25,0,0.0,0,0.0,18,4.5,4,0.033970337993393614,0.08457157724329324
