torneo,categoria,fecha_fixture,match_id,date,location,team,player,points,rebounds,assists,steals,fouls,triples,dobles,libres,status,score_global,eficiencia_ofensiva
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,7,2026-01-19T03:00:00.000Z,sin lugar,BAZOOKA,Mateo Avalos	,0,0,0,0,1,0,0,0,ok,0,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,7,2026-01-19T03:00:00.000Z,sin lugar,BAZOOKA,Matias Ezequiel Schittino	,0,3,4,2,3,0,0,0,ok,9,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,7,2026-01-19T03:00:00.000Z,sin lugar,BAZOOKA,",Jose Antonio Escalante	",0,3,0,0,2,0,0,0,ok,3,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Tomás Kobrinsky,6,2,0,0,0,2,0,0,ok,8,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,⁠Leandro Avruj,1,5,0,0,3,0,0,1,ok,6,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Nicolas Eidem,3,2,0,0,2,0,1,1,ok,5,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR, Matias Landsberg,5,4,0,0,2,1,1,0,ok,9,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Gaston Winiar,8,9,0,2,0,0,3,2,ok,19,1.6
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Alan Berman,7,2,0,1,2,1,2,0,ok,10,2.3333333333333335
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Sebastian Sirlin,6,6,0,2,1,0,2,2,ok,14,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Nicolas Leibgorin,6,4,1,1,1,0,3,0,ok,12,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Gonzalo Boudet,0,5,0,0,2,0,0,0,ok,5,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Federico Teper,4,9,0,2,0,0,2,0,ok,15,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Lucas Teper,2,3,0,1,0,0,1,0,ok,6,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,TEMPUR,Federico SurianI,8,4,0,0,3,1,1,3,ok,12,1.6
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,UDESA OT,JUAN CRUZ ALDUNATE	,4,9,0,0,1,0,2,0,ok,13,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,UDESA OT,GONZALO SANCHEZ LOPEZ	,2,3,0,1,4,0,0,2,ok,6,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,UDESA OT,ERNESTO FERNANDEZ	,3,2,0,0,3,1,0,0,ok,5,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 2,8,2026-01-20T03:00:00.000Z,PICK,UDESA OT,GONZALO TRAVIA	,6,2,0,1,3,0,0,6,ok,9,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Federico Martinez	,1,6,0,1,2,0,0,1,ok,8,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Victor Raul Ibañez	,0,2,0,0,1,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Juan Facundo Dominguez	,10,3,0,1,2,0,3,4,ok,14,1.4285714285714286
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Augusto El Zoor	,2,4,0,1,2,0,1,0,ok,7,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Federico Soraide	,0,4,0,0,1,0,0,0,ok,4,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Roberto Cataldi	,2,6,0,1,4,0,1,0,ok,9,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Sergio Ezequiel Vargas	,3,3,0,0,1,1,0,0,ok,6,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Juan Manuel Gavilan	,5,2,0,1,1,1,1,0,ok,8,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Alan Guillermo Aaron Godoy	,6,5,0,0,3,0,3,0,ok,11,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Nataniel Varzilio	,0,3,0,2,0,0,0,0,ok,5,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Samuel Aragon	,6,9,0,0,1,0,2,2,ok,15,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Emiliano Armengot	,13,6,1,1,2,0,6,1,ok,21,1.8571428571428572
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Yoel Antonio Fiasche	,5,3,0,0,4,0,2,1,ok,8,1.6666666666666667
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Alberto Nicolas Mendez	,6,2,0,0,2,0,3,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Jorge Dario Oriolo	,5,4,0,3,0,1,1,0,ok,12,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Jorge Araujo	,6,3,2,0,1,0,1,4,ok,11,1.2
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Bern Zohore	,8,6,0,0,0,0,4,0,ok,14,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Matias Ezequiel Schittino	,3,2,0,0,4,0,1,1,ok,5,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Federico Carreira	,2,4,0,0,1,0,1,0,ok,6,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,Catriel Rebon	,3,6,0,0,4,0,1,1,ok,9,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,9,sin fecha,sin lugar,BAZOOKA,",Jose Antonio Escalante	",0,2,1,0,2,0,0,0,ok,3,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Gonzalo Farruggia,20,7,0,1,2,1,5,7,ok,28,1.5384615384615385
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Ian Burgos,5,4,1,2,4,0,2,1,ok,12,1.6666666666666667
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Bottazzi Facundo,1,4,0,1,1,0,0,1,ok,6,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Kevin Ybarra,0,2,0,0,1,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Córdoba Nicolas,12,18,0,3,3,0,6,0,ok,33,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Zapata LIber,0,2,0,0,0,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Francisco Matías Mié Luraschi,0,4,0,0,1,0,0,0,ok,4,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Francisco Denis,4,2,1,0,1,0,2,0,ok,7,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Jesús Barreto,0,2,0,0,1,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,GIUFFRA,Emanuel Paz Calvo,4,2,0,0,1,0,2,0,ok,6,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Elias Nahuel Mauro,3,3,0,2,4,1,0,0,ok,8,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Facundo Gaston Del Valle,10,5,2,2,1,2,2,0,ok,19,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Gonzalo Ezequiel Sanchez,9,10,0,2,1,0,4,1,ok,21,1.8
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Agustin Nehuen Martinez,1,2,0,0,0,0,0,1,ok,3,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Leandro Lautaro Sanchez,0,2,0,0,3,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Nicolas Martin Yegros,8,7,0,0,0,0,4,0,ok,15,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Nahuel Horacio Marin Marin,8,2,0,2,1,0,2,4,ok,12,1.3333333333333333
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Federico Gaston Ale,0,4,2,1,2,0,0,0,ok,7,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Alan Agustin Sio Lopez,8,7,1,2,1,1,2,1,ok,18,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,10,sin fecha,sin lugar,LOS CONOS,Lucas Gabriel Flossi,8,4,0,0,2,2,1,0,ok,12,2.6666666666666665
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Ezequiel Rozenfarb	,9,4,0,1,0,2,1,1,ok,14,2.25
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Santiago Barros	,6,3,0,1,2,2,0,0,ok,10,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Agustín Barros	,2,6,0,0,1,0,1,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Ivan Dancyker 	,0,2,0,0,0,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Mateo Biaziso	,6,4,0,0,4,0,3,0,ok,10,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Facundo Torres	,7,8,0,0,1,0,3,1,ok,15,1.75
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Guido Ignacio Crespín	,5,2,0,0,2,1,1,0,ok,7,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Gonzalo Di Rosa	,1,3,0,0,0,0,0,1,ok,4,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Layoneel Castañeda	,0,4,0,1,1,0,0,0,ok,5,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,SOCIALES,Augusto Fortunato	,2,6,0,0,1,0,1,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,JUAN CRUZ ALDUNATE	,9,6,0,3,0,0,4,1,ok,18,1.8
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,GONZALO SANCHEZ LOPEZ	,2,4,2,0,2,0,1,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,ERNESTO FERNANDEZ	,6,4,0,0,1,2,0,0,ok,10,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,LUCIANO PAMELLI,13,6,1,3,3,1,4,2,ok,23,1.8571428571428572
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,IGNACIO VEA MURGUIA	,13,7,2,3,0,1,4,2,ok,25,1.8571428571428572
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,AMBROSIO ARIZU	,3,7,1,1,0,0,1,1,ok,12,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,11,sin fecha,sin lugar,UDESA OT,LORENZO AVERSENTE	,4,3,0,0,0,0,2,0,ok,7,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Tomás Kobrinsky,0,3,0,0,0,0,0,0,ok,3,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,⁠Leandro Avruj,5,3,0,1,1,0,2,1,ok,9,1.6666666666666667
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Nicolas Eidem,3,4,0,0,0,0,1,1,ok,7,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Gaston Winiar,10,9,0,0,0,0,4,2,ok,19,1.6666666666666667
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Sebastian Sirlin,13,4,1,3,1,2,3,1,ok,21,2.1666666666666665
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Nicolas Leibgorin,4,6,2,2,1,0,2,0,ok,14,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Gonzalo Boudet,19,8,0,0,2,0,9,1,ok,27,1.9
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Federico Teper,0,3,0,0,3,0,0,0,ok,3,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Nicolas Chamo,4,3,1,1,1,0,2,0,ok,9,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Federico Lipsich,2,4,0,0,1,0,1,0,ok,6,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Lucas Teper,9,7,0,0,1,0,4,1,ok,16,1.8
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,TEMPUR,Federico SurianI,4,3,0,0,3,0,2,0,ok,7,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Donoso Matias Ezequiel,3,1,0,0,0,1,0,0,ok,4,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Silva Justo Enrique,5,7,0,0,0,1,1,0,ok,12,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Pastore Santiago,3,3,0,2,4,1,0,0,ok,8,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Vergara Adrian Eber,5,7,0,0,4,0,2,1,ok,12,1.6666666666666667
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Burgos Ian Matias,4,4,0,0,3,0,2,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Antu Lima Pagliotto,6,8,0,1,1,0,3,0,ok,15,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Jefry Seferino,6,4,0,1,1,1,1,1,ok,11,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 3,12,sin fecha,sin lugar,JIMMY GANG,Ezequiel Olguin,12,3,0,1,1,1,4,1,ok,16,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Tomás Kobrinsky,0,2,0,0,1,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR, Ezequiel Jedvabnik ,0,2,0,0,2,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,⁠Leandro Avruj,0,4,0,2,1,0,0,0,ok,6,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Gaston Winiar,2,5,0,0,2,0,1,0,ok,7,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Sebastian Sirlin,8,5,1,4,1,1,1,3,ok,18,1.6
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Gonzalo Boudet,12,6,0,0,2,0,5,2,ok,18,1.7142857142857142
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Federico Teper,3,5,1,1,1,1,0,0,ok,10,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Lucas Teper,9,5,2,0,4,0,4,1,ok,16,1.8
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,TEMPUR,Federico SurianI,26,4,0,1,2,7,1,3,ok,31,2.3636363636363638
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Ezequiel Rozenfarb	,15,11,0,2,2,3,2,2,ok,28,2.142857142857143
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Santiago Barros	,4,4,0,0,5,0,2,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Agustín Barros	,0,5,0,0,2,0,0,0,ok,5,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Ivan Dancyker 	,3,2,0,1,0,1,0,0,ok,6,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Mateo Biaziso	,2,1,0,0,1,0,0,2,ok,3,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Tomás Villalba	,4,2,0,0,0,0,1,2,ok,6,1.3333333333333333
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Facundo Torres	,9,4,0,0,2,0,3,3,ok,13,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Guido Ignacio Crespín	,3,5,0,0,4,0,1,1,ok,8,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Gonzalo Di Rosa	,5,7,0,1,4,1,1,0,ok,13,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,13,2026-02-04T00:30:00.000Z,PICK,SOCIALES,Augusto Fortunato	,0,2,0,0,0,0,0,0,ok,2,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,MATEO PODETTI	,19,15,0,0,4,0,9,1,ok,34,1.9
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,JUAN CRUZ ALDUNATE	,15,5,0,1,1,1,6,0,ok,21,2.142857142857143
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,GONZALO SANCHEZ LOPEZ	,8,3,1,0,1,1,2,1,ok,12,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,BAUTISTA ZAPATA	,4,3,0,1,0,0,2,0,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,ERNESTO FERNANDEZ	,0,4,1,0,2,0,0,0,ok,5,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,LUCIANO PAMELLI,9,6,2,1,4,2,1,1,ok,18,2.25
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,SERGIO FERNANDEZ,0,1,0,0,0,0,0,0,ok,1,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,UDESA OT,VALENTINO PERTICARO	,0,6,0,0,2,0,0,0,ok,6,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Silva Justo Enrique,4,4,0,2,0,0,1,2,ok,10,1.3333333333333333
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Pastore Santiago,3,3,0,1,0,1,0,0,ok,7,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Vergara Adrian Eber,6,5,0,0,2,0,0,6,ok,11,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Burgos Ian Matias,1,4,0,1,2,0,0,1,ok,6,1.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Juan Pereiro,5,3,0,0,1,1,1,0,ok,8,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Jefry Seferino,5,4,1,0,1,1,1,0,ok,10,2.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Ezequiel Olguin,2,2,0,0,2,0,1,0,ok,4,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,14,sin fecha,sin lugar,JIMMY GANG,Arrese Lemos Matias,6,4,0,0,0,2,0,0,ok,10,3.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Facundo Gaston Del Valle,8,4,0,0,0,0,3,2,ok,12,1.6
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Martin Luciano Ale,12,5,1,0,2,0,4,4,ok,18,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Gonzalo Ezequiel Sanchez,6,3,0,2,4,0,2,2,ok,11,1.5
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Agustin Nehuen Martinez,0,5,0,0,4,0,0,0,ok,5,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Leandro Lautaro Sanchez,5,2,0,1,1,0,2,1,ok,8,1.6666666666666667
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Nicolas Martin Yegros,2,6,1,0,4,0,1,0,ok,9,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Nahuel Horacio Marin Marin,4,3,0,0,2,0,1,2,ok,7,1.3333333333333333
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Federico Gaston Ale,0,3,1,0,1,0,0,0,ok,4,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,LOS CONOS,Alan Agustin Sio Lopez,9,3,0,0,2,1,3,0,ok,12,2.25
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Lisandro Ricardo Luques	,4,4,0,0,1,1,0,1,ok,8,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Victor Raul Ibañez	,0,4,0,0,3,0,0,0,ok,4,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Juan Facundo Dominguez	,11,5,0,0,3,1,3,2,ok,16,1.8333333333333333
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Augusto El Zoor	,6,3,0,0,3,0,3,0,ok,9,2.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Federico Soraide	,0,0,0,0,0,0,0,0,ok,0,0.0
SUMMER LEAGUE 2026,PRIMERA A,Fecha 4,15,sin fecha,sin lugar,CLUB SOCIAL Y DEPORTIVO JUSTICIALISTA,Roberto Cataldi	,0,7,0,1,4,0,0,0,ok,8,0.0
